Genes,CDS_Length,Norm_Symbol
PRSS55,812.3333333333335,PRSS55
HHLA3,281.42857142857144,HHLA3
THBS2,3383.657142857143,THBS2
KLRB1,678.0,KLRB1
GORAB,721.375,GORAB
PATE3,297.0,PATE3
MFSD13A,920.0952380952381,MFSD13A
IFNL3,597.5454545454545,IFNL3
EPRS,3281.123076923077,EPRS
FNDC11,753.5714285714287,FNDC11
RFLNB,435.0,RFLNB
LGR5,2629.846153846154,LGR5
TRPM7,4859.840425531916,TRPM7
PLAA,1575.3181818181818,PLAA
ME2,1131.9722222222224,ME2
SRARP,510.0,SRARP
RNF2,862.8888888888888,RNF2
FBXW8,1627.0,FBXW8
HS3ST4,1371.0,HS3ST4
HHATL,948.1666666666665,HHATL
LSP1,791.6336633663367,LSP1
PAQR6,839.8378378378377,PAQR6
ENTPD7,1514.25,ENTPD7
C19orf81,534.5,C19orf81
ITGAX,3277.2727272727275,ITGAX
DPP6,2272.7368421052633,DPP6
PNMA5,1347.0,PNMA5
SLC4A10,2959.8461538461543,SLC4A10
RANBP3L,1184.0666666666666,RANBP3L
IL7,302.7073170731707,IL7
DYNC1H1,7136.873076923077,DYNC1H1
BMP8A,1209.0,BMP8A
NFATC2IP,834.1875,NFATC2IP
CC2D1B,2298.8390804597707,CC2D1B
BEND6,569.625,BEND6
MAP2K5,1034.514563106796,MAP2K5
IRX6,1341.0,IRX6
NEUROD4,996.0,NEUROD4
HELZ,4239.406504065039,HELZ
FEM1A,2010.0,FEM1A
GOLGA6L2,1406.0625,GOLGA6L2
ANO3,2663.674698795181,ANO3
SMIM40,240.0,SMIM40
BCL2L14,819.66,BCL2L14
GDPD2,1551.0967741935485,GDPD2
PPP2CB,498.26923076923083,PPP2CB
TBC1D22B,1518.0,TBC1D22B
ZCCHC13,501.0,ZCCHC13
PRKCE,1596.625,PRKCE
CREBBP,5198.5,CREBBP
CXCL9,378.0,CXCL9
FABP4,259.5,FABP4
PPP4R3A,1765.9888888888888,PPP4R3A
TCIRG1,1349.0,TCIRG1
CHD5,3504.313868613139,CHD5
KYAT1,1100.1864406779664,KYAT1
ADGRL1,3571.7377049180327,ADGRL1
TRNAU1AP,864.0,TRNAU1AP
SCYGR7,291.0,SCYGR7
BAD,410.5263157894737,BAD
IFNA6,571.5,IFNA6
MAGEA11,1120.857142857143,MAGEA11
C12orf50,1064.7241379310344,C12orf50
MEF2A,1243.36,MEF2A
CT476828.3,1272.0,CT476828.3
TTC12,1406.3775510204084,TTC12
AL035460.1,765.0,AL035460.1
SH2D7,1152.0,SH2D7
CSNK1G1,1055.1702127659576,CSNK1G1
COX6B2,267.0,COX6B2
LRRC75B,468.0,LRRC75B
ATN1,3573.0,ATN1
RRP15,849.0,RRP15
AC037482.2,377.0,AC037482.2
PTPMT1,508.25,PTPMT1
ZNF580,361.1818181818182,ZNF580
GGPS1,814.2173913043479,GGPS1
FLT4,3124.3821138211383,FLT4
IFNA7,570.0,IFNA7
SLC9A7,2179.5,SLC9A7
SUFU,1401.2727272727273,SUFU
YWHAZ,583.0,YWHAZ
NFE2L1,1099.7972972972973,NFE2L1
MTMR10,1199.8095238095239,MTMR10
JMJD7-PLA2G4B,2104.9710144927535,JMJD7-PLA2G4B
CSF3R,2263.8936170212764,CSF3R
NFKBIA,638.28,NFKBIA
CHRNA3,1371.7272727272727,CHRNA3
AFMID,547.8524590163935,AFMID
TRIM68,804.1304347826087,TRIM68
PCYOX1L,701.8928571428571,PCYOX1L
CENPP,605.25,CENPP
PASD1,2322.0,PASD1
PSMD2,1895.9268292682927,PSMD2
CXorf51B,327.0,CXorf51B
ZSWIM4,2485.633333333333,ZSWIM4
AADAT,1107.8108108108106,AADAT
DIDO1,4350.676056338029,DIDO1
ZNF582,917.5,ZNF582
CD3D,405.4117647058823,CD3D
FABP9,399.0,FABP9
Z83844.3,1818.0,Z83844.3
CDV3,447.33333333333326,CDV3
SLC43A2,1208.3007518796992,SLC43A2
AC013470.2,579.75,AC013470.2
SMARCAL1,1941.3589743589746,SMARCAL1
RMI2,278.25,RMI2
POLR2D,361.3636363636364,POLR2D
CAMK2D,1421.5870646766168,CAMK2D
TPRKB,610.5882352941177,TPRKB
CHIC1,522.16,CHIC1
ATPAF2,498.8571428571428,ATPAF2
USO1,2906.16,USO1
CR759815.2,108.0,CR759815.2
TMEM79,823.5,TMEM79
NLRP8,3118.5,NLRP8
XPO1,1904.376811594203,XPO1
GOLT1B,219.16216216216216,GOLT1B
DHTKD1,1833.516129032258,DHTKD1
SAMD13,306.77777777777777,SAMD13
COX18,708.5217391304348,COX18
CFAP73,775.6363636363636,CFAP73
FAM47B,1938.0,FAM47B
CHD1,4309.104651162791,CHD1
INSL6,570.0,INSL6
MOCOS,2667.0,MOCOS
KCNT1,3194.327027027027,KCNT1
TSFM,605.7076923076924,TSFM
CPT2,1309.840909090909,CPT2
NASP,894.248407643312,NASP
NIPSNAP3A,744.0,NIPSNAP3A
AL391987.2,342.0,AL391987.2
MTRNR2L3,75.0,MTRNR2L3
GLO1,555.0,GLO1
TTPAL,889.9473684210526,TTPAL
VASH1,822.9230769230769,VASH1
CAMK1D,1045.4,CAMK1D
MAGI3,3657.9767441860467,MAGI3
MFAP2,550.5882352941177,MFAP2
RTEL1,3003.082125603865,RTEL1
AC010618.1,607.05,AC010618.1
NPY4R2,1128.0,NPY4R2
CXorf51A,327.0,CXorf51A
PTER,927.1666666666665,PTER
THAP11,945.0,THAP11
IQGAP2,3338.138095238095,IQGAP2
AC015688.4,241.0,AC015688.4
TBC1D8B,2558.4347826086955,TBC1D8B
AP3M2,830.2394366197183,AP3M2
PSD3,1696.2436974789914,PSD3
SOCS5,996.0,SOCS5
ADAT1,586.6170212765958,ADAT1
CPNE6,866.7156862745097,CPNE6
FBXO31,1117.5384615384612,FBXO31
KLHL10,1046.8181818181818,KLHL10
PCDHGA1,2731.2,PCDHGA1
APH1A,659.5,APH1A
TMEM106C,499.86458333333326,TMEM106C
GPCPD1,1137.7727272727273,GPCPD1
PHGR1,249.0,PHGR1
FCHO2,2014.2028985507247,FCHO2
GAGE1,373.8,GAGE1
C2CD6,2674.0526315789475,C2CD6
POMT1,1643.9230769230771,POMT1
BPHL,538.625,BPHL
PDK2,811.0606060606059,PDK2
FADS2,865.4805194805194,FADS2
AC270107.3,369.0,AC270107.3
SGCZ,878.5714285714287,SGCZ
ZC3H12B,2511.0,ZC3H12B
SUB1,343.9473684210526,SUB1
SLC16A10,969.35,SLC16A10
RNASEH2A,546.3157894736842,RNASEH2A
ALDH7A1,950.9717868338557,ALDH7A1
TMC2,2259.4615384615386,TMC2
ROCK1,3635.086956521739,ROCK1
METRNL,737.25,METRNL
AC022384.1,1167.0,AC022384.1
CCNK,1120.3529411764703,CCNK
HEATR4,2494.6363636363635,HEATR4
DPYSL2,1702.8666666666666,DPYSL2
CD48,691.6666666666665,CD48
RAD51AP1,466.6344086021505,RAD51AP1
KCNJ12,1302.0,KCNJ12
TRIM25,1312.142857142857,TRIM25
AMER1,3408.0,AMER1
PPM1G,1641.0,PPM1G
CCDC144NL,666.0,CCDC144NL
PABPN1L,803.5263157894735,PABPN1L
JUND,681.3333333333334,JUND
MAGEE2,1572.0,MAGEE2
CYP27A1,1022.3157894736843,CYP27A1
TRIM5,913.4130434782608,TRIM5
OR2G2,954.0,OR2G2
MBTPS1,1905.9512195121952,MBTPS1
CST4,426.0,CST4
ZNF562,648.4358974358976,ZNF562
VPS25,378.19047619047615,VPS25
MED23,3654.115384615385,MED23
PEX6,2602.6875,PEX6
SPC25,565.3333333333334,SPC25
NKX2-2,822.0,NKX2-2
TRIM36,1666.4864864864865,TRIM36
SLC7A11,1035.157894736842,SLC7A11
AC004080.3,339.0,AC004080.3
AXIN2,1915.658536585366,AXIN2
GDI2,813.7818181818183,GDI2
CLRN2,699.0,CLRN2
CCDC78,1091.5675675675675,CCDC78
PHF11,720.6266666666667,PHF11
PPP2R2A,678.3571428571429,PPP2R2A
SNAPC3,1127.826923076923,SNAPC3
ADGRB3,3733.337209302325,ADGRB3
FAM160B1,1960.725,FAM160B1
ASXL3,2293.3880597014927,ASXL3
CMTM2,488.7272727272728,CMTM2
S100G,240.0,S100G
CCDC191,1394.764705882353,CCDC191
SLC26A9,2569.5,SLC26A9
CLSTN3,1498.1555555555553,CLSTN3
MARC2,743.25,MARC2
USP10,995.9777777777778,USP10
CTRC,577.3846153846154,CTRC
SLC3A1,1455.708333333333,SLC3A1
RBBP7,992.5084745762712,RBBP7
AC245034.1,372.0,AC245034.1
SLC7A10,1031.2,SLC7A10
COMMD8,552.0,COMMD8
PRRT2,733.1372549019608,PRRT2
FRRS1,1830.0,FRRS1
PRR22,1013.75,PRR22
TMEM181,1839.0,TMEM181
MRGPRG,870.0,MRGPRG
IFI16,1592.1744186046512,IFI16
BX072566.1,1498.578947368421,BX072566.1
SH3BGR,396.6346153846154,SH3BGR
SETD7,642.3529411764706,SETD7
APBA2,1785.666666666667,APBA2
PAGR1,765.0,PAGR1
HAUS5,911.3076923076924,HAUS5
ZBTB3,694.0,ZBTB3
FOXC2,1506.0,FOXC2
CERS6,1167.5714285714287,CERS6
ENPEP,2310.692307692308,ENPEP
INMT,790.5,INMT
TWF2,915.8823529411764,TWF2
FDX2,294.85714285714283,FDX2
FER1L5,5276.083018867925,FER1L5
TERF2IP,747.9230769230769,TERF2IP
SEMA6A,2506.3375,SEMA6A
CCDC152,691.5,CCDC152
LAX1,1173.0,LAX1
PTPN6,1133.5454545454545,PTPN6
FBLN2,3218.7704918032787,FBLN2
RNF123,2370.3030303030305,RNF123
PLXNA3,5616.0,PLXNA3
C2CD3,4634.019047619047,C2CD3
IMPDH2,1348.0,IMPDH2
CLDN24,663.0,CLDN24
OR4C12,930.0,OR4C12
IFNLR1,1052.5,IFNLR1
IPO7,2304.657142857143,IPO7
TEX45,950.1,TEX45
UQCRB,339.3333333333333,UQCRB
ENAM,2861.7272727272725,ENAM
SCCPDH,1290.0,SCCPDH
DEFB136,237.0,DEFB136
MTFR1,700.5454545454545,MTFR1
AVPI1,444.0,AVPI1
ATE1,1391.6,ATE1
TMEM132D,2873.5384615384614,TMEM132D
MARVELD3,751.9285714285713,MARVELD3
CNGA1,1733.2307692307693,CNGA1
SGSM3,1486.3658536585365,SGSM3
PRSS37,444.6521739130435,PRSS37
CKLF-CMTM1,281.4,CKLF-CMTM1
CYB5D1,425.3076923076923,CYB5D1
ANXA13,875.2758620689655,ANXA13
GNS,1449.591549295775,GNS
MICB,1077.3301886792453,MICB
KCNS1,1581.0,KCNS1
UTF1,1026.0,UTF1
TMEM200C,1866.0,TMEM200C
SETD1B,5834.602941176469,SETD1B
NIF3L1,900.0555555555555,NIF3L1
ZDHHC1,1453.304347826087,ZDHHC1
LINC00514,1611.0,LINC00514
GDI1,655.875,GDI1
NPIPB11,2314.714285714286,NPIPB11
ALDH3A2,946.9111111111113,ALDH3A2
AGGF1,1496.9545454545455,AGGF1
AL021154.3,372.0,AL021154.3
FLAD1,1201.1842105263158,FLAD1
NAPRT,1246.5572519083971,NAPRT
GLP1R,1392.0,GLP1R
SLCO4C1,2175.0,SLCO4C1
DEFA1,285.0,DEFA1
RPS8,597.0,RPS8
SNRPD3,371.0,SNRPD3
MAMLD1,2166.5333333333333,MAMLD1
TMC1,1840.587570621469,TMC1
LDHB,745.25,LDHB
CD164,537.4285714285714,CD164
PSD2,1832.75,PSD2
UEVLD,966.525,UEVLD
GON4L,5689.113861386138,GON4L
NKIRAS2,400.6875,NKIRAS2
PXMP4,449.45454545454544,PXMP4
NKAIN1,502.2352941176471,NKAIN1
C19orf53,160.94117647058823,C19orf53
GGH,957.0,GGH
TSPAN16,583.3714285714286,TSPAN16
SLC46A1,812.25,SLC46A1
SOGA1,3963.5,SOGA1
RAB7B,535.8,RAB7B
TNFSF11,787.1,TNFSF11
PLA2G2A,409.6875,PLA2G2A
RPL27A,281.27027027027026,RPL27A
GIPR,1170.3333333333333,GIPR
TMF1,2974.7538461538456,TMF1
STUB1,646.6052631578948,STUB1
KIAA0930,792.109375,KIAA0930
HSPA2,1920.0,HSPA2
ANKRD18B,2002.7333333333331,ANKRD18B
OR10J1,938.25,OR10J1
ZNF570,828.7142857142858,ZNF570
TLR7,3150.0,TLR7
TMEM251,453.0,TMEM251
MOV10L1,2962.917910447761,MOV10L1
ACTN2,1658.5575757575755,ACTN2
BUB1B-PAK6,424.0,BUB1B-PAK6
SLC9A3R2,746.6341463414633,SLC9A3R2
PTRHD1,423.0,PTRHD1
GSTP1,394.5384615384616,GSTP1
CU464060.1,891.2,CU464060.1
ATP6V1A,872.3720930232557,ATP6V1A
RCVRN,603.0,RCVRN
ZGRF1,3596.5227272727275,ZGRF1
ZNF479,1440.6,ZNF479
SLC52A2,931.4651162790698,SLC52A2
LIPG,1132.4594594594596,LIPG
TSGA13,582.8571428571429,TSGA13
CPHXL,1218.0,CPHXL
DTHD1,2356.135135135135,DTHD1
ADGRF4,2148.6774193548385,ADGRF4
CCKBR,1050.3333333333333,CCKBR
AC004691.2,1348.0,AC004691.2
ZFAND1,400.2110091743119,ZFAND1
CSNK1D,682.5671641791046,CSNK1D
ADGRE3,1622.950819672131,ADGRE3
HSPB3,453.0,HSPB3
ZFAT,2775.055555555556,ZFAT
MRPL11,433.0,MRPL11
RHCG,973.1754385964913,RHCG
ACTBL2,1131.0,ACTBL2
PALM2-AKAP2,2695.7,PALM2-AKAP2
PRAMEF1,1425.0,PRAMEF1
HOXC5,669.0,HOXC5
ZNF146,879.0,ZNF146
SPEM3,2009.0,SPEM3
DYNC1I1,1664.793893129771,DYNC1I1
PACRG,564.9166666666666,PACRG
GOLGA1,1220.2142857142858,GOLGA1
UTP3,1440.0,UTP3
ADD3,2058.4883720930234,ADD3
KLF6,804.6666666666665,KLF6
VPS13B,9021.627659574468,VPS13B
ARHGAP22,1752.6363636363635,ARHGAP22
FAXDC2,463.0172413793104,FAXDC2
CUL1,1856.065155807365,CUL1
SYPL1,614.5185185185185,SYPL1
TEX47,762.0,TEX47
ANOS1,2043.0,ANOS1
TNNI3K,1743.0,TNNI3K
HGFAC,1978.8620689655168,HGFAC
SMG8,1888.5882352941173,SMG8
SNCB,396.8709677419355,SNCB
ZNF155,1097.0833333333333,ZNF155
UQCC1,546.4758064516128,UQCC1
ZNF511,772.6363636363636,ZNF511
HECTD2,1882.5,HECTD2
AC092724.1,522.8571428571429,AC092724.1
ATF3,442.0,ATF3
IRGQ,1453.7142857142858,IRGQ
STK33,1044.6355140186915,STK33
CD109,4245.397959183673,CD109
IGF2R,6943.6923076923085,IGF2R
KLK7,527.1923076923076,KLK7
POU3F4,1086.0,POU3F4
AC091167.6,314.0,AC091167.6
GAGE12G,354.0,GAGE12G
TMEM52B,454.28571428571433,TMEM52B
ZNF598,2111.8529411764707,ZNF598
MDM2,714.7409090909091,MDM2
GPBP1L1,1425.0,GPBP1L1
YIPF6,624.1578947368421,YIPF6
NAP1L5,549.0,NAP1L5
RBP3,3744.0,RBP3
EML1,1683.6217948717951,EML1
DDIT3,517.9565217391304,DDIT3
PCDHGA8,2731.8,PCDHGA8
TMPRSS4,1004.2578125,TMPRSS4
RPLP0,639.1359223300972,RPLP0
HARBI1,551.1428571428571,HARBI1
NF2,1596.113924050633,NF2
ACP7,1065.9761904761904,ACP7
CCL23,319.2,CCL23
RBMXL1,982.9090909090908,RBMXL1
EXTL2,746.0,EXTL2
LMO2,503.25,LMO2
CTSE,1144.4117647058827,CTSE
DNAAF1,1349.7714285714285,DNAAF1
AC073283.3,131.0,AC073283.3
IFNGR1,1024.3717948717951,IFNGR1
ZC3H7B,2934.0,ZC3H7B
HAPLN3,899.5454545454545,HAPLN3
RPS6KA4,1719.5,RPS6KA4
FAM83C,2244.0,FAM83C
PTPN14,2139.5675675675675,PTPN14
ZMYM5,1374.157894736842,ZMYM5
BPY2,241.0,BPY2
WDR24,2600.8125,WDR24
POLL,1223.9382716049386,POLL
GSDME,1078.4464285714287,GSDME
MS4A8,586.8695652173913,MS4A8
TBX10,1158.0,TBX10
TIGD2,1578.0,TIGD2
FAM122A,864.0,FAM122A
PPP1R2B,618.0,PPP1R2B
CASKIN2,2861.784313725491,CASKIN2
PHACTR3,1493.20987654321,PHACTR3
TMEM35B,465.0,TMEM35B
RSRP1,569.8857142857142,RSRP1
CDKL1,779.44,CDKL1
LRRC8D,1037.15,LRRC8D
ISYNA1,826.5479452054794,ISYNA1
PRPH,955.0,PRPH
RAB31,287.3478260869565,RAB31
TSPY1,906.0,TSPY1
KIAA1257,1784.04,KIAA1257
GBX1,1092.0,GBX1
RAB21,678.0,RAB21
PROSER2,911.3076923076924,PROSER2
WNT1,1094.6666666666667,WNT1
LRSAM1,2151.9504950495048,LRSAM1
PRRC2C,6107.947058823529,PRRC2C
LYNX1,317.0,LYNX1
AIFM2,1122.0,AIFM2
ADHFE1,560.8421052631579,ADHFE1
RBM11,846.0,RBM11
RAD17,1708.406392694064,RAD17
TSC1,1926.0711462450595,TSC1
PP2D1,1457.571428571429,PP2D1
SFTPA1,649.3928571428571,SFTPA1
MAP3K7,1546.5205479452054,MAP3K7
TMEM50B,395.1515151515151,TMEM50B
ANKMY2,952.7027027027028,ANKMY2
SNX7,801.0333333333333,SNX7
ZNF638,3287.7966101694915,ZNF638
COIL,1245.6,COIL
LIM2,585.0,LIM2
DNER,2214.0,DNER
SLC17A4,1247.0625,SLC17A4
HSD17B14,651.6428571428571,HSD17B14
DHX9,3813.0,DHX9
GCN1,8016.0,GCN1
ZNF287,1863.2,ZNF287
RHBDD1,555.3846153846154,RHBDD1
DAB2IP,2907.978021978022,DAB2IP
POP4,377.2972972972973,POP4
PDE11A,1761.0,PDE11A
ACP6,704.1702127659573,ACP6
ODF1,442.5,ODF1
CFAP36,914.2666666666668,CFAP36
GCM2,1521.0,GCM2
SP140,2282.072072072072,SP140
RBMXL3,3204.0,RBMXL3
NCKAP1L,2656.0,NCKAP1L
AC007846.2,134.0,AC007846.2
ZNF528,431.8163265306122,ZNF528
PUDP,583.4285714285714,PUDP
HIC2,1848.0,HIC2
VNN3,452.6617647058823,VNN3
CFAP100,1677.081081081081,CFAP100
GCC2,1978.25,GCC2
MAZ,728.8196721311475,MAZ
NRL,524.2941176470588,NRL
MPL,1702.142857142857,MPL
SMIM27,162.42857142857142,SMIM27
OR52K2,945.0,OR52K2
KCTD7,676.7446808510638,KCTD7
C10orf88,1338.0,C10orf88
ORC3,1936.5409836065573,ORC3
GNB2,841.1666666666665,GNB2
SCYGR2,363.0,SCYGR2
SNX17,689.2816901408452,SNX17
HNRNPL,1249.9866666666667,HNRNPL
KLK9,501.0,KLK9
FGL2,1106.0,FGL2
PNN,1213.2631578947369,PNN
GCFC2,1179.164705882353,GCFC2
OCA2,1904.525,OCA2
GPR143,888.3913043478261,GPR143
DTX3,760.3170731707318,DTX3
DIRAS1,502.5,DIRAS1
PKHD1L1,10563.529411764706,PKHD1L1
SZT2,8326.889502762431,SZT2
S100A16,312.0,S100A16
TIMM10,273.0,TIMM10
NDUFA4L2,268.5,NDUFA4L2
APOBEC3F,877.2,APOBEC3F
AC008764.1,1284.0,AC008764.1
DNAJA2,639.0454545454545,DNAJA2
UBE2L3,502.09090909090907,UBE2L3
CCDC173,1113.3125,CCDC173
NKX6-1,693.0,NKX6-1
AC245748.1,477.0,AC245748.1
SMIM39,171.0,SMIM39
TMEM131,3998.451612903226,TMEM131
ADGRG1,914.6704225352112,ADGRG1
GPSM2,1386.8470588235293,GPSM2
TAP2,2043.303501945525,TAP2
HACE1,1251.4628099173551,HACE1
PSG3,1018.7777777777777,PSG3
LIN37,451.86956521739125,LIN37
ITIH5,2076.5116279069766,ITIH5
CENPT,831.3628318584069,CENPT
THAP3,598.8846153846154,THAP3
SPINT4,300.0,SPINT4
AHNAK2,12886.2,AHNAK2
MYOCOS,264.6,MYOCOS
AC009070.1,112.0,AC009070.1
SLCO3A1,1452.8181818181818,SLCO3A1
KRTAP10-11,897.0,KRTAP10-11
DDB2,692.8142857142857,DDB2
PRR13,340.64285714285717,PRR13
PLXDC1,913.4605263157896,PLXDC1
CCND3,483.0566037735849,CCND3
POC1B-GALNT4,928.5,POC1B-GALNT4
PAX5,923.7307692307692,PAX5
SERPINF2,1189.9555555555555,SERPINF2
CSPG5,1509.166666666667,CSPG5
HDAC10,1166.3467741935485,HDAC10
LMX1A,1149.0,LMX1A
AC097636.2,297.3636363636364,AC097636.2
OR56B1,975.0,OR56B1
PREB,657.1315789473684,PREB
HR,3025.534883720931,HR
IFI6,405.0,IFI6
MS4A5,332.69565217391306,MS4A5
IPO11,2279.689655172414,IPO11
NOXA1,1374.4615384615383,NOXA1
JARID2,3483.0,JARID2
ZNF583,1055.25,ZNF583
OR6B3,996.0,OR6B3
MYH9,4921.44,MYH9
PCNX2,2452.121212121212,PCNX2
SF3B1,1319.6732673267327,SF3B1
ASB7,726.375,ASB7
MLYCD,1482.0,MLYCD
UTP18,806.9047619047618,UTP18
NCSTN,797.8369565217392,NCSTN
ARSE,1568.4615384615383,ARSE
SPOCK1,920.0,SPOCK1
SLC49A4,924.529411764706,SLC49A4
AL159163.1,557.0,AL159163.1
LRTM1,924.0,LRTM1
SLC16A6,1180.8965517241381,SLC16A6
NXN,865.3125,NXN
MPEG1,2151.0,MPEG1
HIST1H2AL,393.0,HIST1H2AL
AC008982.3,756.0,AC008982.3
CDK5,833.0869565217392,CDK5
TUBB1,1356.0,TUBB1
WIZ,2561.353846153846,WIZ
GRIN3A,3348.0,GRIN3A
DPPA2,897.0,DPPA2
LMNB2,1863.0,LMNB2
DTYMK,464.70833333333326,DTYMK
ESM1,430.4285714285714,ESM1
USP5,2305.6666666666665,USP5
HMGCS2,1467.3157894736844,HMGCS2
TFF3,288.3,TFF3
GPATCH4,754.55,GPATCH4
UBE2U,737.1578947368422,UBE2U
EBF1,1597.875,EBF1
SNX9,1161.2,SNX9
EBPL,434.47058823529403,EBPL
KCNJ5,1260.0,KCNJ5
ALOX5AP,579.2727272727273,ALOX5AP
TRAF1,1155.5217391304348,TRAF1
TPRG1,619.1612903225806,TPRG1
LEPROTL1,414.26315789473676,LEPROTL1
CARD14,2290.3457943925227,CARD14
U2AF1L5,465.06122448979585,U2AF1L5
SMG9,977.7454545454544,SMG9
LONP1,2028.4645669291335,LONP1
AP001458.2,300.0,AP001458.2
OR8J1,951.0,OR8J1
INTS1,6097.076923076923,INTS1
ADAMTS8,2670.0,ADAMTS8
C5AR2,1014.0,C5AR2
RIBC1,793.2083333333335,RIBC1
PRSS8,765.8,PRSS8
ZBTB38,1264.1851851851852,ZBTB38
B4GALT7,489.61904761904765,B4GALT7
LHFPL3,662.1428571428571,LHFPL3
MUC6,5996.365853658536,MUC6
LBR,1475.88,LBR
SPOPL,754.3333333333335,SPOPL
UCN3,486.0,UCN3
UBE2C,399.08108108108115,UBE2C
CFAP97D1,367.0,CFAP97D1
MCMDC2,1225.9480519480521,MCMDC2
HNF1A,1215.804347826087,HNF1A
AVPR2,850.5,AVPR2
SLC14A1,877.8582677165355,SLC14A1
MFSD3,1239.0,MFSD3
PLPPR4,2119.0588235294117,PLPPR4
TEP1,5212.077821011673,TEP1
PPP1R3A,1299.4615384615386,PPP1R3A
ATP10B,4001.388888888889,ATP10B
ABHD10,539.0,ABHD10
SEMA5A,2873.285714285714,SEMA5A
INPP5F,1343.865573770492,INPP5F
CRYGS,537.0,CRYGS
NMNAT1,661.6111111111112,NMNAT1
SPATA31A5,4044.0,SPATA31A5
C9orf24,518.0,C9orf24
TTK,2061.116279069768,TTK
LGALS16,306.0,LGALS16
TGM5,2068.714285714286,TGM5
KIR2DP1,1050.0,KIR2DP1
OR4A5,948.0,OR4A5
ADPGK,521.3777777777777,ADPGK
PEX16,644.2539682539683,PEX16
ZBED2,657.0,ZBED2
PCDHB12,1110.0,PCDHB12
AC022335.1,254.2,AC022335.1
DIPK1B,1198.125,DIPK1B
TPPP2,397.3461538461538,TPPP2
NDUFA4,246.0,NDUFA4
DNAJB5,815.0882352941177,DNAJB5
LARP1,1512.6703296703297,LARP1
GKAP1,778.6923076923077,GKAP1
CDT1,1284.3333333333333,CDT1
DUSP15,558.1960784313726,DUSP15
MRPS7,517.3928571428571,MRPS7
GOLGA4,4637.019230769231,GOLGA4
CRYBB2,618.0,CRYBB2
LRRFIP1,1960.0,LRRFIP1
ENPP6,1006.2857142857144,ENPP6
SPAG8,1093.6,SPAG8
ADAM30,2373.0,ADAM30
HSP90AA1,1500.175,HSP90AA1
CHRNG,1479.391304347826,CHRNG
C1RL,592.0232558139535,C1RL
EPHA10,1564.0927835051543,EPHA10
SLC22A5,1094.5853658536585,SLC22A5
MMAB,466.0677966101695,MMAB
CCDC141,3135.2950819672133,CCDC141
RPS15A,298.0588235294117,RPS15A
TCTN2,1901.55,TCTN2
MAGEA2,725.4285714285713,MAGEA2
C2,1548.6898203592816,C2
PATE2,286.7142857142857,PATE2
C12orf75,189.125,C12orf75
NCR3LG1,1365.0,NCR3LG1
ALDH1B1,855.6,ALDH1B1
HSF4,794.7272727272727,HSF4
CAVIN2,1278.0,CAVIN2
A1CF,1695.6767676767677,A1CF
MYH14,4798.308724832215,MYH14
PDSS1,939.2,PDSS1
CCNC,619.9477124183006,CCNC
OR4D1,933.0,OR4D1
SLC9C2,3375.0,SLC9C2
PRF1,1345.0,PRF1
TM2D2,440.1,TM2D2
ATP2A2,2051.9058823529413,ATP2A2
PHETA1,579.2307692307693,PHETA1
NLRC4,2411.590909090909,NLRC4
DEFB133,186.0,DEFB133
LSM5,203.85,LSM5
PFKFB1,1068.24,PFKFB1
CELF5,1142.8775510204084,CELF5
TYMS,838.8333333333335,TYMS
WDHD1,2412.871428571429,WDHD1
MSTN,1128.0,MSTN
OR2T5,948.0,OR2T5
MTLN,329.14285714285717,MTLN
OR7A17,930.0,OR7A17
TMEM65,723.0,TMEM65
GU182353.1,987.0,GU182353.1
MMP14,1265.375,MMP14
ARID1A,4990.783582089553,ARID1A
SGK3,1206.4202898550725,SGK3
ZSCAN20,2522.0,ZSCAN20
SRRM2,2649.345679012345,SRRM2
CAMK1G,1231.0,CAMK1G
RHBDL1,1045.9545454545455,RHBDL1
AC008073.3,639.0,AC008073.3
TEN1-CDK3,372.0,TEN1-CDK3
POLR2C,553.2,POLR2C
CFLAR,942.9579831932773,CFLAR
MAP3K5,4125.0,MAP3K5
C1orf185,493.83333333333326,C1orf185
HNRNPCL1,882.0,HNRNPCL1
AK4,636.5454545454545,AK4
WRAP53,1415.2388059701493,WRAP53
TSR2,576.0,TSR2
STRA6,1839.7598039215686,STRA6
SOCS3,362.5,SOCS3
VAX2,280.5806451612903,VAX2
ASPN,740.9166666666665,ASPN
MCOLN2,1386.3,MCOLN2
COL18A1,4079.549019607843,COL18A1
TMEM30B,1056.0,TMEM30B
B3GNT10,630.5,B3GNT10
VPS26A,752.560975609756,VPS26A
DGAT1,1274.7777777777776,DGAT1
GYPC,346.5,GYPC
NOL9,2109.0,NOL9
PPP1R3F,1546.9230769230771,PPP1R3F
DDX17,2048.428571428572,DDX17
OR7A10,930.0,OR7A10
TRADD,871.5,TRADD
OR10A5,954.0,OR10A5
CMC4,207.0,CMC4
ATP5MD,177.0,ATP5MD
SPICE1,1443.179487179487,SPICE1
STRIT1,108.0,STRIT1
NANOS1,567.0,NANOS1
DUOXA1,848.6530612244898,DUOXA1
SBDS,599.25,SBDS
POU2F3,941.5,POU2F3
SPRR2A,219.0,SPRR2A
PEAK3,1422.0,PEAK3
RBIS,247.41666666666663,RBIS
ARHGAP15,975.875,ARHGAP15
FMNL1,2282.918918918919,FMNL1
OR10A2,912.0,OR10A2
IFNA2,567.0,IFNA2
CCDC181,1433.1923076923074,CCDC181
