Genes,Transcript_Length,Norm_Symbol
CT45A6,824.0,CT45A6
TMEM229A,2108.0,TMEM229A
PWWP3B,4146.0,PWWP3B
CEP68,4971.333333333333,CEP68
HIST1H2BK,381.0,HIST1H2BK
SMURF2,3978.0,SMURF2
FANCL,1020.8888888888887,FANCL
FAM169B,579.0,FAM169B
HSD17B10,899.6666666666665,HSD17B10
KAZN,3146.375,KAZN
FMNL2,4639.0,FMNL2
MET,2956.0,MET
MRPL9,832.0,MRPL9
PAWR,2380.8,PAWR
USP20,4385.333333333333,USP20
KIF26A,6181.5,KIF26A
KREMEN2,1968.833333333333,KREMEN2
ASNS,1369.5384615384614,ASNS
KPNA7,1725.0,KPNA7
MAP1B,4126.25,MAP1B
FOXJ3,3655.222222222222,FOXJ3
EXOSC4,837.6666666666665,EXOSC4
KLHL8,4525.0,KLHL8
CLEC18A,1784.666666666667,CLEC18A
COLEC12,5724.0,COLEC12
DENND2A,1985.7777777777774,DENND2A
TGFBR3,3655.0,TGFBR3
GMEB1,3405.333333333333,GMEB1
SCART1,4351.0,SCART1
MANSC4,1023.0,MANSC4
OR52B2,1079.0,OR52B2
RBPMS,1673.2222222222224,RBPMS
LPCAT4,1942.0,LPCAT4
TMEM14C,1096.5,TMEM14C
CHD4,4586.727272727273,CHD4
CTXND2,1229.0,CTXND2
MTMR11,2582.0,MTMR11
MT-ND2,1042.0,MT-ND2
OR2A7,1589.0,OR2A7
ZNF782,2284.75,ZNF782
PAMR1,2448.0,PAMR1
EPHA2,3946.0,EPHA2
CT476828.2,1272.0,CT476828.2
CNTLN,5194.5,CNTLN
TBATA,1584.5,TBATA
MCM7,2496.2,MCM7
SLC35E1,2340.333333333333,SLC35E1
RNF208,1106.0,RNF208
SIDT2,2292.4,SIDT2
AARD,2299.0,AARD
TTC3,3986.363636363637,TTC3
FNDC10,2124.0,FNDC10
RLIM,5897.5,RLIM
SPTAN1,3367.833333333333,SPTAN1
NEIL2,2052.4,NEIL2
TCAF2,3131.0,TCAF2
SPRR2B,617.0,SPRR2B
ATP6V0A1,1966.916666666667,ATP6V0A1
WDR88,1401.333333333333,WDR88
UBE4B,3194.25,UBE4B
GOPC,4549.0,GOPC
PRR11,963.6666666666665,PRR11
AC207056.1,1732.0,AC207056.1
NMT2,3730.0,NMT2
PHLPP1,3445.0,PHLPP1
LINGO4,3379.0,LINGO4
TRIM37,1733.0,TRIM37
C5orf30,2498.0,C5orf30
MYC,1705.4545454545455,MYC
HADHB,1346.2857142857142,HADHB
RPS16,528.6666666666666,RPS16
ESAM,990.0,ESAM
TMCC2,2872.0,TMCC2
YDJC,1208.5,YDJC
MTSS1,2230.6666666666665,MTSS1
PURG,2060.6666666666665,PURG
ELAVL2,2728.0,ELAVL2
TULP2,852.4,TULP2
PXK,1842.333333333333,PXK
RAPGEFL1,1691.875,RAPGEFL1
PRKAA1,2713.333333333333,PRKAA1
ZNF479,1707.333333333333,ZNF479
COL5A3,6207.0,COL5A3
ING4,958.5555555555555,ING4
PPP1R2C,880.0,PPP1R2C
UNCX,2091.0,UNCX
NSUN7,4192.5,NSUN7
CTNNAL1,1640.25,CTNNAL1
COIL,1550.0,COIL
KLF4,1628.5,KLF4
ZNF527,1976.75,ZNF527
PGA3,1302.5,PGA3
CALCR,2865.2,CALCR
PSMB2,4321.5,PSMB2
SCN7A,5358.5,SCN7A
GABRA6,1312.4,GABRA6
PLAC9,597.0,PLAC9
LIFR,5494.0,LIFR
SLC9C2,4410.0,SLC9C2
ABHD14A-ACY1,1341.0,ABHD14A-ACY1
UBE2V2,1928.8,UBE2V2
AC138811.2,764.0,AC138811.2
KCNN3,7427.75,KCNN3
IMP3,1632.5,IMP3
ANXA9,1551.0,ANXA9
RHOXF2B,2864.0,RHOXF2B
PROC,986.1666666666665,PROC
APOBEC3C,2644.0,APOBEC3C
TLK2,1849.8,TLK2
ACYP1,638.1666666666666,ACYP1
OR6C1,1559.5,OR6C1
SLC43A3,1045.3809523809523,SLC43A3
FSHB,1652.0,FSHB
PASK,2846.888888888889,PASK
ITIH6,4968.0,ITIH6
DCTN3,761.8571428571429,DCTN3
TSPY3,900.0,TSPY3
ZNF614,2213.0,ZNF614
LCN6,861.5,LCN6
CXCL13,1203.0,CXCL13
RPAIN,1074.1666666666667,RPAIN
RANBP3L,1871.5,RANBP3L
NECAB2,1209.5,NECAB2
COL6A5,3975.5,COL6A5
EFCAB9,702.0,EFCAB9
OR4C15,1032.0,OR4C15
C1orf112,2546.8,C1orf112
LRAT,2700.333333333333,LRAT
DVL2,1735.2,DVL2
PPP1R1A,1622.0,PPP1R1A
DENND1B,3330.0,DENND1B
AC270273.3,888.0,AC270273.3
SLC36A2,1756.666666666667,SLC36A2
LRRC38,2168.0,LRRC38
MYL10,778.0,MYL10
TTI2,1838.8,TTI2
MLXIP,3017.666666666666,MLXIP
AL035460.1,1866.0,AL035460.1
CDH20,3192.666666666666,CDH20
SULF2,3084.4,SULF2
SLC24A2,6459.5,SLC24A2
KCTD9,3367.0,KCTD9
ADGRB2,4001.3,ADGRB2
PPCS,1253.0,PPCS
CFAP47,3841.75,CFAP47
BOLL,2594.4,BOLL
HINT2,649.0,HINT2
C3orf22,948.0,C3orf22
IL1F10,1189.5,IL1F10
GGTLC1,1016.0,GGTLC1
TMEM248,1327.4,TMEM248
SDR16C5,2075.6666666666665,SDR16C5
PLS3,1862.2857142857144,PLS3
AC006538.3,543.0,AC006538.3
TSSK1B,2478.0,TSSK1B
SLC25A20,1677.0,SLC25A20
SLC27A2,2196.6666666666665,SLC27A2
TOMM5,734.5,TOMM5
TP53TG3F,1918.5,TP53TG3F
PRR20A,1847.0,PRR20A
ABCB6,2929.0,ABCB6
FBXL20,2788.666666666666,FBXL20
C17orf98,632.0,C17orf98
ELAC2,1452.6363636363635,ELAC2
ESS2,5359.0,ESS2
GLIS3,2372.875,GLIS3
PIH1D2,1201.1666666666667,PIH1D2
FURIN,2362.333333333333,FURIN
GHRHR,1375.0,GHRHR
MARCH5,3922.0,MARCH5
IMMT,2445.428571428572,IMMT
LHPP,1332.0,LHPP
SETDB1,2119.1111111111113,SETDB1
ADGRD1,2595.0,ADGRD1
HDAC11,1294.0,HDAC11
FUT8,1754.4,FUT8
FAM25G,345.0,FAM25G
GRM5,3738.2,GRM5
PTCRA,992.25,PTCRA
IL11RA,1296.375,IL11RA
SNRPD3,2016.5,SNRPD3
TMSB10,461.0,TMSB10
LIPG,3291.8,LIPG
BEND7,3457.333333333333,BEND7
TTLL12,2137.0,TTLL12
OR2J2,1396.4444444444446,OR2J2
CTPS1,2406.142857142857,CTPS1
RAPGEF5,4218.714285714285,RAPGEF5
STAU2,2044.1764705882354,STAU2
ATP10A,2695.333333333333,ATP10A
TMEM39B,1234.0,TMEM39B
CAPSL,852.0,CAPSL
ARID2,5254.8,ARID2
RNASE2,720.0,RNASE2
GU182355.1,1323.0,GU182355.1
POP7,666.5,POP7
AC098582.1,4967.0,AC098582.1
AMN,873.3333333333335,AMN
RASSF1,1808.6,RASSF1
MAD1L1,1544.5555555555554,MAD1L1
FGF12,1838.0,FGF12
MDP1,652.5,MDP1
SYNPO,5522.75,SYNPO
ZNF106,4321.777777777777,ZNF106
DCAF4L2,3269.0,DCAF4L2
PSMA3,760.0,PSMA3
ARMCX6,1842.0,ARMCX6
GATAD2B,2482.8888888888887,GATAD2B
ENO4,2019.0,ENO4
HDLBP,1538.6296296296296,HDLBP
OTOL1,1434.0,OTOL1
GSTCD,2105.625,GSTCD
KIF5C,3697.0,KIF5C
MAGEA9,1814.0,MAGEA9
DXO,1512.8947368421052,DXO
DECR1,1373.8,DECR1
CARD19,857.0,CARD19
UMAD1,1095.0,UMAD1
TNFRSF10D,3535.0,TNFRSF10D
SFI1,2571.222222222222,SFI1
IQSEC3,3932.0,IQSEC3
ARL17B,825.5,ARL17B
ARL6IP6,2805.0,ARL6IP6
DCAF8,1593.75,DCAF8
NAGK,1266.8,NAGK
CARMIL3,4589.0,CARMIL3
INTS9,1511.428571428571,INTS9
FBXO34,3089.5,FBXO34
STRIT1,783.0,STRIT1
TNFSF9,1634.0,TNFSF9
ABCB7,2161.2,ABCB7
TMEM43,3341.0,TMEM43
NUDT17,1473.0,NUDT17
SLC1A7,2222.75,SLC1A7
HIST1H2AC,1558.0,HIST1H2AC
SBSN,1165.3333333333333,SBSN
CLIC2,1626.0,CLIC2
INPP5B,4032.0,INPP5B
TRIM7,2243.4,TRIM7
GOLGA6L10,2740.5714285714284,GOLGA6L10
SDHA,1699.0,SDHA
OR2L5,2429.0,OR2L5
RHO,2592.0,RHO
NEIL3,2363.0,NEIL3
GALK1,1342.6666666666667,GALK1
KLHDC9,1340.0,KLHDC9
CELA3A,622.0,CELA3A
TACC1,2695.1764705882347,TACC1
USP40,2434.25,USP40
APOL3,2175.833333333333,APOL3
CDH16,2113.8571428571427,CDH16
AC074143.1,899.7777777777777,AC074143.1
TMEM237,4271.666666666667,TMEM237
EIF4E2,1482.888888888889,EIF4E2
NKX3-1,1995.5,NKX3-1
CYYR1,1691.666666666667,CYYR1
CXXC5,859.2857142857142,CXXC5
AL117348.2,1625.0,AL117348.2
PRSS48,774.5,PRSS48
TRAF5,3258.333333333333,TRAF5
TEX15,10499.666666666666,TEX15
CACNA2D1,3417.25,CACNA2D1
EPPK1,15766.0,EPPK1
ANKRD7,933.75,ANKRD7
APCDD1L,2114.0,APCDD1L
KIT,4328.0,KIT
INCENP,2794.0,INCENP
ADM,1192.25,ADM
ZBED4,6893.0,ZBED4
VPREB1,690.5,VPREB1
ATP4A,3709.0,ATP4A
SPATA24,628.0,SPATA24
NHEJ1,1383.75,NHEJ1
AC012488.2,741.0,AC012488.2
PLEKHO2,3629.0,PLEKHO2
CLRN2,823.0,CLRN2
ACADSB,3729.0,ACADSB
HSD17B8,987.8333333333335,HSD17B8
VWA5B2,3803.0,VWA5B2
CHADL,1845.333333333333,CHADL
CLMP,5032.0,CLMP
PORCN,1492.7142857142858,PORCN
LCN10,634.0,LCN10
TACR2,1845.333333333333,TACR2
OR52I2,2940.333333333333,OR52I2
ARHGAP36,2377.833333333333,ARHGAP36
THAP3,1362.0,THAP3
RASSF5,3500.666666666666,RASSF5
CENPB,2890.0,CENPB
SESN3,2821.6,SESN3
HLA-DRB3,1408.0,HLA-DRB3
CRYBA4,809.0,CRYBA4
YWHAH,1377.333333333333,YWHAH
POTEB3,1816.5,POTEB3
DENND5A,1978.333333333333,DENND5A
PHF20,2122.6,PHF20
BUD13,1992.5,BUD13
ZDHHC9,2090.5,ZDHHC9
RNPS1,1211.95,RNPS1
TSTD1,540.2,TSTD1
ACACA,4626.4,ACACA
TFRC,3803.0,TFRC
RSPH14,667.4,RSPH14
GTF2E2,970.0,GTF2E2
CT83,517.0,CT83
PKP2,3368.666666666666,PKP2
COQ5,859.3333333333335,COQ5
C20orf96,1534.666666666667,C20orf96
SLC25A46,2361.4,SLC25A46
ZNF100,2223.555555555556,ZNF100
EIPR1,1314.6,EIPR1
ZNF417,1332.142857142857,ZNF417
TAAR5,1014.0,TAAR5
YEATS2,3775.0,YEATS2
HSFY2,1290.6666666666667,HSFY2
FHL5,1571.333333333333,FHL5
IDNK,778.6,IDNK
TRPC4AP,3150.0,TRPC4AP
SMCO4,542.8333333333334,SMCO4
BRAF,4465.2,BRAF
TREX1,985.3333333333335,TREX1
KCNJ12,3730.5,KCNJ12
TRIM8,1983.142857142857,TRIM8
POGK,4320.666666666667,POGK
IL19,1310.2,IL19
CLCC1,2897.5714285714284,CLCC1
AL096814.1,613.5,AL096814.1
CALY,1289.3333333333333,CALY
EPM2A,1948.7692307692307,EPM2A
D2HGDH,1049.5,D2HGDH
ING5,3447.0,ING5
DNAJC15,7459.0,DNAJC15
SCLY,1254.9,SCLY
DGKB,4433.0,DGKB
TIMM29,1347.0,TIMM29
TMCO4,2688.5,TMCO4
RHOXF1,769.0,RHOXF1
MOCS2,1714.5,MOCS2
ZNF695,2083.5,ZNF695
RPL26,632.625,RPL26
HSPA13,3945.0,HSPA13
GPR153,4198.0,GPR153
CD177,1365.5,CD177
TSPAN5,1455.5,TSPAN5
TAS2R30,1444.666666666667,TAS2R30
EXD2,2988.285714285714,EXD2
CAB39,2099.5,CAB39
UBXN2A,3789.5,UBXN2A
ORAI1,974.6666666666665,ORAI1
MYH1,6023.0,MYH1
SPHKAP,6879.0,SPHKAP
ITGA3,2433.0,ITGA3
NUTM1,4003.75,NUTM1
MACROD2,3160.6,MACROD2
PABPC1,996.7222222222223,PABPC1
GUCY1A2,7261.333333333332,GUCY1A2
MAP3K1,7036.0,MAP3K1
PSG9,1658.0,PSG9
ZNF134,1999.0,ZNF134
UNK,2275.0,UNK
MRPL43,966.4545454545456,MRPL43
OPTN,2482.25,OPTN
RRP8,3642.5,RRP8
IFNL4,1132.0,IFNL4
ZSCAN5C,1691.5,ZSCAN5C
LPAR5,2689.0,LPAR5
ALDH9A1,2696.0,ALDH9A1
ZNF280B,4614.5,ZNF280B
GPHN,2081.714285714286,GPHN
TP73,3301.090909090909,TP73
ACOT7,1623.2857142857142,ACOT7
RARS2,1430.0,RARS2
ISCU,1009.6666666666665,ISCU
ZSCAN5A,1431.111111111111,ZSCAN5A
ALKBH5,2382.0,ALKBH5
GALT,1524.0,GALT
AC026786.1,1374.0,AC026786.1
REC114,876.5,REC114
HPF1,1216.0,HPF1
AL441992.2,6970.0,AL441992.2
HSPB11,833.5,HSPB11
GAREM1,4991.0,GAREM1
SNAP29,2470.0,SNAP29
OFD1,3487.75,OFD1
LUZP4,1676.0,LUZP4
MBD3L2,793.0,MBD3L2
BOLA3,499.5,BOLA3
DSEL,9398.5,DSEL
CCL5,1122.142857142857,CCL5
ETDA,497.5,ETDA
PLPPR4,4906.666666666667,PLPPR4
HELB,12866.0,HELB
PRKACA,1175.6666666666667,PRKACA
GLO1,2016.0,GLO1
CARD17,466.0,CARD17
PPP1R2B,1991.0,PPP1R2B
RPL35A,768.0,RPL35A
EPO,1662.0,EPO
DNAJB13,1335.5,DNAJB13
SCYGR8,837.0,SCYGR8
ZNRF4,1426.0,ZNRF4
AP3M1,3722.0,AP3M1
ACTR3B,1823.666666666667,ACTR3B
DRD1,4031.0,DRD1
RNF216,3167.333333333333,RNF216
AKR1D1,1611.0,AKR1D1
ATP6AP2,1445.529411764706,ATP6AP2
POLRMT,1731.333333333333,POLRMT
ARHGAP22,2353.714285714286,ARHGAP22
ADAMTS7,5520.0,ADAMTS7
SFT2D1,1033.0,SFT2D1
CIITA,3677.125,CIITA
CCN5,1507.0,CCN5
KIF13B,4258.333333333333,KIF13B
EDF1,753.6666666666665,EDF1
SPACA9,1890.666666666667,SPACA9
RPL10A,718.0,RPL10A
CYS1,2738.0,CYS1
HIST1H3I,411.0,HIST1H3I
ZFAT,3114.666666666666,ZFAT
AC004922.1,2430.0,AC004922.1
ARL13A,795.5,ARL13A
SRD5A2,4519.0,SRD5A2
SPEM3,2083.0,SPEM3
TRIM25,4325.5,TRIM25
MMP2,1893.2857142857144,MMP2
ZMYM2,6614.75,ZMYM2
TIMM17B,923.6,TIMM17B
GPC6,3956.5,GPC6
CCDC184,2343.0,CCDC184
HDGFL3,7967.5,HDGFL3
TNMD,1205.0,TNMD
RPL7,972.8333333333335,RPL7
ANXA2,774.6296296296298,ANXA2
DHFR,2139.75,DHFR
CCM2L,2555.0,CCM2L
TMEM65,9029.0,TMEM65
TRH,1570.0,TRH
OR56A1,4171.5,OR56A1
PTPRA,2449.875,PTPRA
SERTAD2,5549.0,SERTAD2
LIG3,2952.6,LIG3
ABCC3,2282.0,ABCC3
CD99L2,2089.0,CD99L2
OR8H2,2406.0,OR8H2
TTF1,2461.5,TTF1
GPAM,6018.0,GPAM
FAM229A,530.5,FAM229A
IFT122,2390.6666666666665,IFT122
ST8SIA2,2580.6666666666665,ST8SIA2
SND1,2071.5,SND1
RPUSD4,1701.0,RPUSD4
MYL7,558.5,MYL7
TACC3,1682.111111111111,TACC3
MYL6B,901.0,MYL6B
SHOC2,3533.666666666666,SHOC2
CLDN10,1941.0,CLDN10
OR51B2,939.0,OR51B2
SOX1,2842.0,SOX1
FAM153CP,1048.0,FAM153CP
SAA1,580.75,SAA1
EPS15L1,2413.1111111111113,EPS15L1
CDC25C,1450.0,CDC25C
RASSF2,5336.0,RASSF2
ABHD5,1873.0,ABHD5
KRT84,2092.0,KRT84
TNR,6168.0,TNR
CMKLR1,3159.666666666666,CMKLR1
KSR2,17367.0,KSR2
GRK6,1579.666666666667,GRK6
VIRMA,5201.0,VIRMA
APBB3,1720.166666666667,APBB3
RPL36A-HNRNPH2,567.0,RPL36A-HNRNPH2
KIRREL1,6285.25,KIRREL1
ACTC1,3694.0,ACTC1
SARM1,4095.666666666666,SARM1
OR1E1,1307.0,OR1E1
ARMC5,3453.333333333333,ARMC5
TAF5L,2655.5,TAF5L
MYF6,1329.0,MYF6
TM7SF2,880.1666666666665,TM7SF2
TERT,3614.0,TERT
ARHGEF5,3444.166666666666,ARHGEF5
BRD7,2627.75,BRD7
PALLD,2061.230769230769,PALLD
SELENOF,1229.1666666666667,SELENOF
ACO2,2772.5,ACO2
DMRTA1,5586.0,DMRTA1
FAM20B,3297.0,FAM20B
NSDHL,1485.666666666667,NSDHL
ILRUN,3162.0,ILRUN
MCHR1,2035.0,MCHR1
POLR3G,1596.75,POLR3G
NSA2,1994.666666666667,NSA2
TMEM196,2051.8,TMEM196
SOAT2,1321.5,SOAT2
RSL1D1,1737.2,RSL1D1
TRAPPC1,571.25,TRAPPC1
GNAQ,3545.0,GNAQ
PSPC1,1762.0,PSPC1
FBXO21,3370.4,FBXO21
PCDHA6,3631.0,PCDHA6
SOX18,1862.0,SOX18
NAPB,3824.5,NAPB
CDC14C,2273.5,CDC14C
CDH23,4517.714285714285,CDH23
TRMU,1248.8,TRMU
FBXL19,2378.6666666666665,FBXL19
HIBCH,1140.857142857143,HIBCH
CCT8L2,2060.0,CCT8L2
PRPH2,3001.0,PRPH2
DSC2,7449.333333333332,DSC2
OR5B2,1616.5,OR5B2
NELFB,2213.5,NELFB
ADAM32,1275.4666666666667,ADAM32
RORB,6288.5,RORB
ITGB1BP1,1365.9166666666667,ITGB1BP1
WDYHV1,1475.833333333333,WDYHV1
SPG21,1057.5,SPG21
KRTAP2-4,764.0,KRTAP2-4
CRY2,3099.0,CRY2
DUSP19,3146.5,DUSP19
GABARAPL2,745.5,GABARAPL2
LONRF3,2577.5,LONRF3
CTDSPL,2271.6,CTDSPL
GOLGA8B,4293.5,GOLGA8B
KATNA1,1400.0,KATNA1
SNRNP70,1049.5,SNRNP70
DSCAM,6707.0,DSCAM
GBP6,2987.0,GBP6
CLDN23,2169.0,CLDN23
IFNL1,775.0,IFNL1
USP43,3437.75,USP43
SLC23A2,4942.0,SLC23A2
OR10W1,1469.0,OR10W1
PAQR8,3317.333333333333,PAQR8
TGM4,3388.0,TGM4
RABEPK,1500.5,RABEPK
WDR19,1969.25,WDR19
LDHB,960.8,LDHB
FCN2,1002.5,FCN2
TMEM246,4506.0,TMEM246
RRP36,1183.0,RRP36
NMRAL1,1010.75,NMRAL1
DDX52,6371.0,DDX52
SGCB,4431.0,SGCB
GLIPR1L2,1682.75,GLIPR1L2
PDCD10,945.2307692307692,PDCD10
OR11A1,2440.64,OR11A1
SERPINH1,1286.7857142857142,SERPINH1
EFL1,1718.6,EFL1
TNFAIP8L1,3830.5,TNFAIP8L1
SPRR2A,677.0,SPRR2A
ZNF658,2023.166666666667,ZNF658
ADGRF5,5714.5,ADGRF5
LRRC59,1616.333333333333,LRRC59
MARCH10,2333.428571428572,MARCH10
HMSD,1132.0,HMSD
TSPAN9,2337.4,TSPAN9
CEMP1,946.5,CEMP1
MMP10,1170.0,MMP10
TAF11L13,597.0,TAF11L13
ANAPC5,1618.0,ANAPC5
HSFX3,1264.0,HSFX3
ZBTB45,1561.6,ZBTB45
PCLAF,1009.0,PCLAF
TBC1D19,1197.6666666666667,TBC1D19
CD8B2,2905.0,CD8B2
FLII,1811.1,FLII
GAB4,2342.5,GAB4
DDX10,4962.0,DDX10
MMP25,2345.5,MMP25
GARS,1380.5,GARS
EHD2,2636.0,EHD2
PAFAH1B2,1883.8,PAFAH1B2
HBE1,818.0,HBE1
ACADS,1628.5,ACADS
OGFOD3,1451.833333333333,OGFOD3
PITX1,1223.75,PITX1
ZNF696,1144.6666666666667,ZNF696
ZNF501,3226.0,ZNF501
PIK3R5,3097.75,PIK3R5
TMEM104,2695.8,TMEM104
ZMYM3,4013.714285714286,ZMYM3
AC270285.1,231.0,AC270285.1
AC012314.21,2226.0,AC012314.21
SPDYE21P,1135.5,SPDYE21P
ZFPL1,638.8571428571429,ZFPL1
TMCO6,1421.0,TMCO6
ZNF556,4108.5,ZNF556
CDH22,3903.0,CDH22
OR2K2,1058.0,OR2K2
PIK3C3,3321.75,PIK3C3
SNX17,2378.5,SNX17
BATF3,836.0,BATF3
MMP21,1800.0,MMP21
RPL27,570.0,RPL27
ADCY10,3943.75,ADCY10
PSMB4,918.0,PSMB4
TRIML1,1797.0,TRIML1
DDX11,2151.1111111111113,DDX11
DMBT1,5695.8125,DMBT1
HEPACAM,3225.0,HEPACAM
CT47A1,1288.0,CT47A1
SLC10A4,2120.0,SLC10A4
LACTB2,1280.0,LACTB2
OR51B6,939.0,OR51B6
ANKEF1,5366.0,ANKEF1
CAMP,745.0,CAMP
TNPO3,3710.8,TNPO3
KRTAP26-1,1193.0,KRTAP26-1
ZNF552,1343.5,ZNF552
DAAM2,4671.2,DAAM2
TBC1D16,2928.1111111111113,TBC1D16
KCMF1,2336.5,KCMF1
EHMT1,1821.2631578947367,EHMT1
ARHGAP40,1548.5,ARHGAP40
AC241640.2,954.0,AC241640.2
PTPN13,6207.714285714284,PTPN13
TRAPPC2L,1171.25,TRAPPC2L
RNASE4,1418.333333333333,RNASE4
CCL26,614.5,CCL26
SELENOI,4330.0,SELENOI
MINAR2,2354.0,MINAR2
DOP1A,6114.75,DOP1A
POLB,808.375,POLB
C2orf74,797.0,C2orf74
TRNAU1AP,1799.0,TRNAU1AP
DNAH8,8504.6,DNAH8
CT476828.19,1272.0,CT476828.19
TMUB2,1821.583333333333,TMUB2
C2CD6,3004.0,C2CD6
GMDS,1552.5,GMDS
ARL8B,2532.6666666666665,ARL8B
NAGPA,1591.75,NAGPA
USH1C,2191.0,USH1C
EYA2,2012.666666666667,EYA2
C9,2770.0,C9
TAF8,1933.625,TAF8
CHTOP,1891.833333333333,CHTOP
BBS10,3568.0,BBS10
SNX25,3360.5,SNX25
TTLL13P,2497.0,TTLL13P
RPS12,503.0,RPS12
ZBTB14,2165.125,ZBTB14
PHF24,5718.0,PHF24
GU182359.3,1632.0,GU182359.3
NDUFB10,657.0,NDUFB10
EEF1A2,892.0,EEF1A2
NME9,1352.8333333333333,NME9
NDUFB4,795.3333333333335,NDUFB4
SFXN4,1078.3333333333333,SFXN4
CARD16,561.75,CARD16
EIF4EBP3,693.0,EIF4EBP3
FAM83G,2860.333333333333,FAM83G
AC092587.1,669.0,AC092587.1
ACOT11,4725.5,ACOT11
TUBA3C,1453.5,TUBA3C
RFX3,2359.4166666666665,RFX3
WNT10A,1345.5,WNT10A
ZNF703,3316.0,ZNF703
CCDC146,1946.0,CCDC146
SLC25A37,2747.5,SLC25A37
EXOSC3,1290.5,EXOSC3
PCCA,1383.7272727272727,PCCA
S1PR2,3643.0,S1PR2
CCL1,592.0,CCL1
MAD2L1BP,1409.0,MAD2L1BP
RAB2A,1355.2,RAB2A
PIK3R2,2537.6666666666665,PIK3R2
GPT,1825.0,GPT
KCNJ11,1548.5,KCNJ11
C19orf84,1061.5,C19orf84
GART,1689.666666666667,GART
FZD3,9363.333333333334,FZD3
PTPMT1,1503.75,PTPMT1
LXN,910.0,LXN
DEXI,2938.666666666666,DEXI
TSEN15,1738.666666666667,TSEN15
FBXO36,2614.6666666666665,FBXO36
AC008554.1,2552.5,AC008554.1
BBOF1,1450.666666666667,BBOF1
CDC6,1666.6,CDC6
GKN2,1110.5,GKN2
TRIM49,1800.0,TRIM49
ATRN,6286.0,ATRN
LYAR,1267.3333333333333,LYAR
NCF4,1207.6666666666667,NCF4
RINL,1765.0,RINL
MRPL20,779.0,MRPL20
TEX38,768.0,TEX38
HGSNAT,2219.0,HGSNAT
KLHL3,5480.5,KLHL3
ZNF813,2415.6666666666665,ZNF813
IGSF9B,2570.75,IGSF9B
TM2D1,1671.25,TM2D1
BARX2,1813.0,BARX2
CALM3,1017.4285714285713,CALM3
SP5,2033.0,SP5
CT55,1586.5,CT55
MAD2L2,1051.5714285714287,MAD2L2
ASB6,3772.666666666666,ASB6
TPPP3,1320.75,TPPP3
B3GNT10,1238.0,B3GNT10
TAF11L4,597.0,TAF11L4
TSPAN12,1109.5,TSPAN12
GDAP1L1,1664.5,GDAP1L1
RGL3,1478.5,RGL3
THTPA,1179.7142857142858,THTPA
PRRG2,919.0,PRRG2
YTHDF1,1972.5,YTHDF1
GU182359.4,1286.0,GU182359.4
TNFSF12-TNFSF13,1816.0,TNFSF12-TNFSF13
EFCAB11,2029.2,EFCAB11
SMAD7,1858.0,SMAD7
MAGEH1,1462.0,MAGEH1
AC005666.1,2123.0,AC005666.1
CYP7B1,7462.0,CYP7B1
SREBF1,2561.6666666666665,SREBF1
AFF3,2289.5,AFF3
BCL3,1400.0,BCL3
ABCC1,5892.166666666668,ABCC1
PARPBP,1956.4285714285716,PARPBP
CD22,1523.428571428571,CD22
MYOT,1796.333333333333,MYOT
ETNPPL,1412.833333333333,ETNPPL
CYTH2,2378.428571428572,CYTH2
TRIM21,1320.5,TRIM21
CNDP1,4226.5,CNDP1
BIRC7,1076.3333333333333,BIRC7
ERFE,1854.333333333333,ERFE
HIST1H2BD,642.5,HIST1H2BD
CWF19L1,1622.5,CWF19L1
TGIF2LY,916.0,TGIF2LY
MYO1H,4311.0,MYO1H
AL662820.1,583.0,AL662820.1
OR5K4,966.0,OR5K4
ACVR2A,4249.0,ACVR2A
KIAA1211,2372.375,KIAA1211
MPP2,2139.9,MPP2
RNF14,1903.3076923076926,RNF14
ADRB3,2585.0,ADRB3
MT2A,491.0,MT2A
ATXN7,3919.142857142857,ATXN7
MARCKS,4296.0,MARCKS
APH1B,1563.25,APH1B
SCN4B,2525.0,SCN4B
PPCDC,962.4285714285713,PPCDC
PRAMEF14,1690.0,PRAMEF14
HS2ST1,2961.333333333333,HS2ST1
CDKL5,3255.1111111111113,CDKL5
KLHDC8A,1474.666666666667,KLHDC8A
F11R,3551.333333333333,F11R
EEF1G,1446.0,EEF1G
ASIC2,3311.0,ASIC2
JMY,9096.0,JMY
ZNF428,994.5,ZNF428
AAMDC,576.8888888888888,AAMDC
IARS,2854.857142857143,IARS
MZT1,2231.0,MZT1
GSK3B,3768.0,GSK3B
OR2AP1,1239.0,OR2AP1
CEP290,4078.857142857143,CEP290
TPTE2,1648.4,TPTE2
APOL1,1865.25,APOL1
XKR6,2698.333333333333,XKR6
CEP55,1692.5,CEP55
CDC42BPA,7465.444444444444,CDC42BPA
TMOD3,4339.5,TMOD3
IGFL2,649.0,IGFL2
CRISP2,1411.0,CRISP2
SAMD7,2387.5,SAMD7
GLYATL2,1524.0,GLYATL2
LCE3A,270.0,LCE3A
ZSWIM8,4538.666666666667,ZSWIM8
FRMPD1,3660.333333333334,FRMPD1
ATM,3504.5,ATM
TMEM210,873.0,TMEM210
PLA2G4A,2879.0,PLA2G4A
S1PR5,1698.0,S1PR5
DCUN1D3,4066.0,DCUN1D3
TNFSF12,1377.0,TNFSF12
ERCC4,4415.5,ERCC4
IQCD,1637.0,IQCD
HYAL2,1434.888888888889,HYAL2
BCAR3,2917.4,BCAR3
