Genes,Phosphosite_mouse_no,Norm_Symbol
SELENOH,1,SELENOH
SELENOI,1,SELENOI
SELENOK,2,SELENOK
SELL,1,SELL
SELENOM,1,SELENOM
SELENOO,1,SELENOO
SELP,2,SELP
SELPLG,4,SELPLG
SELENOS,1,SELENOS
SELENOT,2,SELENOT
SEMA3A,4,SEMA3A
SEMA3B,1,SEMA3B
SEMA3C,3,SEMA3C
SEMA3G,2,SEMA3G
SEMA4A,1,SEMA4A
SEMA4B,9,SEMA4B
SEMA4C,3,SEMA4C
SEMA4D,6,SEMA4D
SEMA4F,2,SEMA4F
SEMA4G,5,SEMA4G
SEMA5A,2,SEMA5A
SEMA5B,2,SEMA5B
SEMA6A,9,SEMA6A
SEMA6B,3,SEMA6B
SEMA6C,2,SEMA6C
SEMA6D,5,SEMA6D
TSEN2,6,TSEN2
SETX,26,SETX
SENP1,8,SENP1
SENP2,12,SENP2
SENP3,18,SENP3
SENP6,11,SENP6
SENP7,14,SENP7
SELENOF,1,SELENOF
ESPL1,12,ESPL1
SEPHS2,1,SEPHS2
SELENON,1,SELENON
SEPT1,6,SEPT1
SEPT10,5,SEPT10
SEPT11,2,SEPT11
SEPT14,1,SEPT14
SEPT2,7,SEPT2
SEPT3,1,SEPT3
SEPT4,16,SEPT4
SEPT5,10,SEPT5
LOC100044138,1,LOC100044138
SEPT6,4,SEPT6
SEPT7,11,SEPT7
SEPT8,6,SEPT8
SEPT9,24,SEPT9
SERAC1,1,SERAC1
ATP2A2,21,ATP2A2
SERF1,2,SERF1
SERF2,2,SERF2
SERHL,3,SERHL
SERINC1,5,SERINC1
SERINC3,2,SERINC3
SERINC5,1,SERINC5
SERPINA10,2,SERPINA10
SERPINA3N,1,SERPINA3N
SERPINA3A,1,SERPINA3A
SERPINA3C,2,SERPINA3C
SERPINA3J,2,SERPINA3J
SERPINA3K,1,SERPINA3K
SERPINA5,1,SERPINA5
SERPINA7,1,SERPINA7
SERPINB1A,5,SERPINB1A
SERPINB12,1,SERPINB12
SERPINB13,2,SERPINB13
SERPINB1B,1,SERPINB1B
SERPINB1C,2,SERPINB1C
SERPINB6,1,SERPINB6
SERPINB6B,4,SERPINB6B
SERPINB6C,1,SERPINB6C
SERPINB7,1,SERPINB7
SERPINB8,1,SERPINB8
SERPINB9,1,SERPINB9
SERPINB9B,7,SERPINB9B
SERPINC1,3,SERPINC1
SERPIND1,2,SERPIND1
SERPINE3,1,SERPINE3
SERPINF2,1,SERPINF2
SERPING1,4,SERPING1
SERPINH1,2,SERPINH1
SERTAD3,3,SERTAD3
6030405A18RIK,2,6030405A18RIK
SESN1,1,SESN1
SESN2,2,SESN2
SESN3,2,SESN3
SESTD1,7,SESTD1
SET,10,SET
SETBP1,4,SETBP1
SETD1A,23,SETD1A
SETD1B,22,SETD1B
SETD2,54,SETD2
SETD3,6,SETD3
SETD5,22,SETD5
SETD6,3,SETD6
SETD7,1,SETD7
SETD8,1,SETD8
SETDB1,9,SETDB1
SETDB2,1,SETDB2
SETMAR,2,SETMAR
SEZ6,1,SEZ6
SEZ6L,1,SEZ6L
SEZ6L2,3,SEZ6L2
SF1,7,SF1
SRSF1,23,SRSF1
SF3A1,4,SF3A1
SF3A2,2,SF3A2
SF3A3,8,SF3A3
SF3B1,57,SF3B1
SF3B2,16,SF3B2
SF3B3,11,SF3B3
SF3B4,2,SF3B4
SF3B5,1,SF3B5
SF4,10,SF4
SFI1,3,SFI1
SFMBT1,5,SFMBT1
SFMBT2,2,SFMBT2
6330577E15RIK,23,6330577E15RIK
SFRP1,1,SFRP1
SFRP2,2,SFRP2
SFRP4,1,SFRP4
SFRP5,2,SFRP5
SFRS12,19,SFRS12
SFRS14,6,SFRS14
SCAF4,11,SCAF4
SFRS16,26,SFRS16
SFRS17B,10,SFRS17B
SFRS2,25,SFRS2
SFRS2IP,58,SFRS2IP
SRSF3,17,SRSF3
SRSF4,33,SRSF4
SRSF5,22,SRSF5
SRSF6,31,SRSF6
SRSF7,31,SRSF7
SFSWAP,15,SFSWAP
SRSF9,16,SRSF9
SFT2D1,4,SFT2D1
SFT2D2,2,SFT2D2
SFTPC,1,SFTPC
SFXN1,1,SFXN1
SFXN4,1,SFXN4
STRN3,15,STRN3
SGCA,3,SGCA
SGCB,1,SGCB
SGCD,1,SGCD
SGCE,2,SGCE
ARHGEF26,24,ARHGEF26
SGIP1,47,SGIP1
SGK1,2,SGK1
SGK2,4,SGK2
PRAG1,21,PRAG1
SGK3,6,SGK3
SGOL1,4,SGOL1
SGOL2,8,SGOL2
SGPL1,3,SGPL1
SGPP1,4,SGPP1
SGPP2,1,SGPP2
SGSM1,6,SGSM1
SGSM2,9,SGSM2
SGSM3,6,SGSM3
ECD,8,ECD
SGTA,8,SGTA
SGTB,2,SGTB
SH2B1,6,SH2B1
CTR9,24,CTR9
SH2D1A,1,SH2D1A
SH2D1B,2,SH2D1B
SH2D4A,3,SH2D4A
SH2D5,8,SH2D5
SH3BGR,5,SH3BGR
SH3BGRL2,1,SH3BGRL2
SH3BP1,13,SH3BP1
SH3BP2,11,SH3BP2
SH3BP4,10,SH3BP4
SH3BP5,7,SH3BP5
SH3BP5L,11,SH3BP5L
SH3D19,11,SH3D19
1700029G01RIK,4,1700029G01RIK
SH3KBP1,29,SH3KBP1
SH3PXD2B,21,SH3PXD2B
SH3RF1,6,SH3RF1
SH3RF2,5,SH3RF2
SH3TC1,5,SH3TC1
SH3TC2,4,SH3TC2
SHANK1,51,SHANK1
SHANK2,50,SHANK2
SHANK3,65,SHANK3
SPEN,79,SPEN
SHB,22,SHB
SHC1,20,SHC1
SHC2,3,SHC2
SHC3,6,SHC3
SHC4,3,SHC4
SHCBP1,1,SHCBP1
1700012A16RIK,2,1700012A16RIK
SHD,4,SHD
SHE,10,SHE
SH2D3C,23,SH2D3C
SHF,3,SHF
SHH,1,SHH
STK40,1,STK40
INPP5D,40,INPP5D
INPPL1,27,INPPL1
SHISA2,1,SHISA2
SHISA4,1,SHISA4
SHISA7,17,SHISA7
SHISA8,1,SHISA8
SHISA9,5,SHISA9
SHKBP1,10,SHKBP1
SHMT1,4,SHMT1
SHMT2,5,SHMT2
SHOC1,5,SHOC1
SHOC2,8,SHOC2
KIAA1598,19,KIAA1598
SHOX2,2,SHOX2
PTPN6,21,PTPN6
PTPN11,15,PTPN11
SHPK,1,SHPK
SHPRH,8,SHPRH
SIRPA,8,SIRPA
SHQ1,2,SHQ1
SHROOM3,41,SHROOM3
SHROOM1,23,SHROOM1
SHROOM4,13,SHROOM4
SIS,3,SIS
SIAH2,2,SIAH2
SPN,11,SPN
ST6GAL1,2,ST6GAL1
ST6GALNAC6,1,ST6GALNAC6
SIDT1,1,SIDT1
SIDT2,8,SIDT2
SIGIRR,4,SIGIRR
SIGLECG,2,SIGLECG
SIGLEC1,6,SIGLEC1
SIGLEC5,2,SIGLEC5
TCEAL1,1,TCEAL1
SIK1,4,SIK1
SIKE1,1,SIKE1
SIL1,1,SIL1
SILV,1,SILV
SIM1,5,SIM1
SIM2,2,SIM2
4732471D19RIK,6,4732471D19RIK
MAPKAP1,11,MAPKAP1
SIN3A,18,SIN3A
SIN3B,9,SIN3B
SIP1,2,SIP1
SIPA1,16,SIPA1
SIPA1L1,111,SIPA1L1
SIPA1L2,30,SIPA1L2
SIPA1L3,46,SIPA1L3
SIRT1,17,SIRT1
SIRT2,12,SIRT2
SIRT6,1,SIRT6
SIT1,5,SIT1
SIX1,1,SIX1
SIX3,1,SIX3
SIX3OS1,1,SIX3OS1
SIX5,4,SIX5
SIX6OS1,3,SIX6OS1
SKA3,11,SKA3
SKAP2,24,SKAP2
SKAP1,2,SKAP1
POLDIP3,4,POLDIP3
SKI,6,SKI
SKIV2L,18,SKIV2L
SKIL,4,SKIL
SKINT5,4,SKINT5
SKINT6,8,SKINT6
SNW1,8,SNW1
SKIV2L2,6,SKIV2L2
MYLK2,2,MYLK2
LBXCOR1,2,LBXCOR1
SKP1,1,SKP1
SKP2,2,SKP2
ETL4,43,ETL4
SEPSECS,2,SEPSECS
SLAIN1,6,SLAIN1
SLAIN2,39,SLAIN2
SLAMF1,3,SLAMF1
SLAMF6,4,SLAMF6
SLAMF7,8,SLAMF7
SLA,5,SLA
FYB,32,FYB
SLBP,10,SLBP
SLC10A5,2,SLC10A5
SLC11A1,8,SLC11A1
SLC11A2,6,SLC11A2
SLC12A8,1,SLC12A8
SLC12A9,2,SLC12A9
SLC13A1,2,SLC13A1
SLC13A4,2,SLC13A4
SLC13A5,2,SLC13A5
SLC14A1,7,SLC14A1
SLC14A2,6,SLC14A2
SLC15A2,3,SLC15A2
SLC15A3,1,SLC15A3
SLC15A4,7,SLC15A4
SLC16A10,12,SLC16A10
SLC16A12,2,SLC16A12
SLC16A14,1,SLC16A14
SLC16A2,3,SLC16A2
SLC16A3,4,SLC16A3
SLC16A6,4,SLC16A6
SLC16A7,4,SLC16A7
SLC16A8,1,SLC16A8
SLC17A4,1,SLC17A4
SLC17A5,3,SLC17A5
SLC17A6,5,SLC17A6
SLC17A7,8,SLC17A7
SLC18A2,2,SLC18A2
SLC18A3,1,SLC18A3
SLC18B1,1,SLC18B1
SLC19A1,8,SLC19A1
SLC1A1,4,SLC1A1
SLC1A3,5,SLC1A3
SLC1A4,9,SLC1A4
SLC1A5,10,SLC1A5
SLC1A6,4,SLC1A6
SLC1A7,4,SLC1A7
SLC20A1,12,SLC20A1
SLC20A2,28,SLC20A2
SLC22A1,3,SLC22A1
SLC22A12,4,SLC22A12
SLC22A14,4,SLC22A14
SLC22A17,1,SLC22A17
SLC22A18,1,SLC22A18
SLC22A2,4,SLC22A2
SLC22A20,2,SLC22A20
SLC22A27,2,SLC22A27
SLC22A28,1,SLC22A28
SLC22A30,1,SLC22A30
SLC22A4,3,SLC22A4
SLC22A5,3,SLC22A5
SLC22A6,1,SLC22A6
SLC22A7,1,SLC22A7
SLC22A26,1,SLC22A26
SLC23A1,5,SLC23A1
SLC23A2,12,SLC23A2
SLC23A3,4,SLC23A3
SLC24A1,1,SLC24A1
SLC24A2,20,SLC24A2
SLC24A3,2,SLC24A3
SLC24A4,1,SLC24A4
SLC24A5,2,SLC24A5
SLC25A1,3,SLC25A1
SLC25A10,1,SLC25A10
SLC25A11,5,SLC25A11
SLC25A12,3,SLC25A12
SLC25A13,4,SLC25A13
SLC25A15,1,SLC25A15
SLC25A20,1,SLC25A20
SLC25A25,1,SLC25A25
SLC25A27,1,SLC25A27
SLC25A3,6,SLC25A3
SLC25A31,4,SLC25A31
SLC25A32,1,SLC25A32
SLC25A35,1,SLC25A35
SLC25A36,2,SLC25A36
SLC25A38,2,SLC25A38
SLC25A39,1,SLC25A39
SLC25A4,14,SLC25A4
SLC25A43,1,SLC25A43
SLC25A44,3,SLC25A44
SLC25A46,8,SLC25A46
AU042651,1,AU042651
SLC25A5,14,SLC25A5
SLC26A1,4,SLC26A1
SLC26A11,5,SLC26A11
SLC26A2,1,SLC26A2
SLC26A5,2,SLC26A5
SLC26A6,1,SLC26A6
SLC26A8,1,SLC26A8
SLC27A1,1,SLC27A1
SLC27A2,6,SLC27A2
SLC27A3,1,SLC27A3
SLC27A4,4,SLC27A4
SLC27A5,4,SLC27A5
SLC28A1,1,SLC28A1
SLC28A2,1,SLC28A2
SLC29A1,6,SLC29A1
SLC29A2,1,SLC29A2
SLC29A3,2,SLC29A3
SLC29A4,4,SLC29A4
SLC30A1,5,SLC30A1
SLC30A10,6,SLC30A10
SLC30A3,4,SLC30A3
SLC30A4,3,SLC30A4
SLC30A5,2,SLC30A5
SLC30A6,1,SLC30A6
SLC30A7,1,SLC30A7
SLC30A8,2,SLC30A8
SLC30A9,1,SLC30A9
SLC31A2,3,SLC31A2
SLC32A1,7,SLC32A1
SLC33A1,7,SLC33A1
SLC34A1,6,SLC34A1
SLC34A2,6,SLC34A2
SLC35A1,4,SLC35A1
SLC35A2,1,SLC35A2
SLC35A3,1,SLC35A3
SLC35A5,8,SLC35A5
SLC35B3,2,SLC35B3
SLC35C1,4,SLC35C1
SLC35C2,3,SLC35C2
SLC35D3,2,SLC35D3
SLC35E1,4,SLC35E1
SLC35E2,2,SLC35E2
SLC35F1,1,SLC35F1
SLC35F2,5,SLC35F2
SLC35F3,2,SLC35F3
4930471M23RIK,3,4930471M23RIK
SLC36A1,2,SLC36A1
SLC36A2,4,SLC36A2
SLC36A3,3,SLC36A3
SLC36A4,3,SLC36A4
SLC37A2,7,SLC37A2
SLC38A1,9,SLC38A1
SLC38A10,9,SLC38A10
SLC38A11,2,SLC38A11
SLC38A2,13,SLC38A2
SLC38A3,2,SLC38A3
SLC38A4,2,SLC38A4
SLC38A5,2,SLC38A5
SLC38A6,1,SLC38A6
SLC38A7,2,SLC38A7
SLC38A9,3,SLC38A9
SLC39A10,7,SLC39A10
SLC39A12,1,SLC39A12
SLC39A14,4,SLC39A14
SLC39A3,4,SLC39A3
SLC39A4,3,SLC39A4
SLC39A5,1,SLC39A5
SLC39A6,14,SLC39A6
SLC39A7,4,SLC39A7
SLC39A9,1,SLC39A9
SLC3A1,2,SLC3A1
SLC3A2,2,SLC3A2
SLC41A1,1,SLC41A1
SLC41A2,2,SLC41A2
SLC43A1,9,SLC43A1
SLC43A2,8,SLC43A2
SLC43A3,1,SLC43A3
SLC44A2,3,SLC44A2
SLC45A1,2,SLC45A1
SLC45A2,2,SLC45A2
SLC45A4,12,SLC45A4
SLC46A1,3,SLC46A1
SLC47A1,3,SLC47A1
SLC48A1,2,SLC48A1
SLC4A1,6,SLC4A1
SLC4A10,20,SLC4A10
SLC4A2,15,SLC4A2
SLC4A3,13,SLC4A3
SLC4A4,45,SLC4A4
SLC4A5,5,SLC4A5
SLC4A7,31,SLC4A7
SLC4A8,8,SLC4A8
SLC4A9,1,SLC4A9
2310046K01RIK,4,2310046K01RIK
SLC5A1,2,SLC5A1
SLC5A10,1,SLC5A10
SLC5A12,4,SLC5A12
SLC5A2,5,SLC5A2
SLC5A3,13,SLC5A3
SLC5A6,2,SLC5A6
SLC5A7,1,SLC5A7
SLC5A8,1,SLC5A8
SLC5A9,1,SLC5A9
SLC6A1,4,SLC6A1
SLC6A11,6,SLC6A11
SLC6A12,8,SLC6A12
SLC6A13,8,SLC6A13
SLC6A14,3,SLC6A14
SLC6A15,8,SLC6A15
SLC6A17,20,SLC6A17
SLC6A19,4,SLC6A19
SLC6A2,1,SLC6A2
SLC6A5,3,SLC6A5
SLC6A7,5,SLC6A7
SLC6A8,3,SLC6A8
SLC7A1,5,SLC7A1
SLC7A10,3,SLC7A10
SLC7A11,7,SLC7A11
SLC7A14,11,SLC7A14
SLC7A15,1,SLC7A15
SLC7A2,7,SLC7A2
SLC7A3,2,SLC7A3
SLC7A4,5,SLC7A4
SLC7A5,1,SLC7A5
SLC7A6,5,SLC7A6
SLC7A6OS,7,SLC7A6OS
SLC7A7,3,SLC7A7
SLC7A8,9,SLC7A8
SLC8A2,5,SLC8A2
SLC8A3,2,SLC8A3
SLCO1A1,4,SLCO1A1
SLCO1A4,4,SLCO1A4
SLCO1A5,2,SLCO1A5
SLCO1A6,3,SLCO1A6
SLCO1B2,5,SLCO1B2
SLCO2A1,2,SLCO2A1
SLCO2B1,8,SLCO2B1
SLCO3A1,2,SLCO3A1
SLCO4A1,14,SLCO4A1
SLCO4C1,6,SLCO4C1
SLCO6C1,2,SLCO6C1
SLFN1,6,SLFN1
SLFN4,2,SLFN4
SLFN8,2,SLFN8
SLFN14,3,SLFN14
SLFN3,7,SLFN3
SLFN5,3,SLFN5
SLFN9,1,SLFN9
SLFNL1,1,SLFNL1
SLIRP,5,SLIRP
SLIT1,1,SLIT1
SLIT2,3,SLIT2
SLITRK1,2,SLITRK1
SLITRK2,2,SLITRK2
SLITRK3,1,SLITRK3
SLITRK4,2,SLITRK4
SLITRK5,2,SLITRK5
SLITRK6,4,SLITRK6
SLK,29,SLK
SLMAP,8,SLMAP
PXK,5,PXK
STOML2,9,STOML2
LCP2,14,LCP2
SLTM,44,SLTM
SLU7,6,SLU7
SLURP1,5,SLURP1
BTBD12,20,BTBD12
2210009G21RIK,1,2210009G21RIK
SASH3,21,SASH3
SMAD1,8,SMAD1
SMAD2,11,SMAD2
SMAD3,9,SMAD3
SMAD4,2,SMAD4
SMAD5,7,SMAD5
SMAD6,2,SMAD6
SMAD7,3,SMAD7
SMAD9,7,SMAD9
1700019D03RIK,6,1700019D03RIK
SMAP,8,SMAP
YIPF5,6,YIPF5
SMAP1,1,SMAP1
SMAP2,9,SMAP2
SMARCA1,6,SMARCA1
SMARCA2,26,SMARCA2
HLTF,6,HLTF
SMARCA4,27,SMARCA4
SMARCA5,9,SMARCA5
SMARCAD1,26,SMARCAD1
SMARCAL1,4,SMARCAL1
SMARCB1,2,SMARCB1
SMARCC1,21,SMARCC1
SMARCC2,22,SMARCC2
SMARCD1,1,SMARCD1
SMARCD2,11,SMARCD2
SMARCD3,3,SMARCD3
SMARCE1,5,SMARCE1
TM9SF3,1,TM9SF3
SMC1A,10,SMC1A
SMC1B,6,SMC1B
SMC2,8,SMC2
SMC3,14,SMC3
SMC4,2,SMC4
SMC5,3,SMC5
SMC6,6,SMC6
SMCHD1,13,SMCHD1
SMCO1,3,SMCO1
SMCO2,1,SMCO2
SMCR7L,6,SMCR7L
SMCR8,22,SMCR8
SMEK1,15,SMEK1
SMEK2,6,SMEK2
4930415L06RIK,1,4930415L06RIK
HMGXB3,3,HMGXB3
SMG1,24,SMG1
SMG5,4,SMG5
SMG7,7,SMG7
SMG8,7,SMG8
SMG9,14,SMG9
MUC19,3,MUC19
SMIM1,1,SMIM1
SMIM11,1,SMIM11
BC024659,3,BC024659
AI316807,1,AI316807
2210404O07RIK,2,2210404O07RIK
SMIM4,1,SMIM4
MYLK,26,MYLK
SMN1,8,SMN1
SMO,7,SMO
SMOC1,2,SMOC1
SMOK3A,1,SMOK3A
SMOK3B,1,SMOK3B
SMTN,25,SMTN
SMOX,1,SMOX
SMPD3,20,SMPD3
SMPD4,9,SMPD4
SMPDL3A,1,SMPDL3A
SMPX,1,SMPX
NCOR2,75,NCOR2
SMS,1,SMS
SGMS2,1,SGMS2
SMTNL1,2,SMTNL1
SMTNL2,24,SMTNL2
SMU1,3,SMU1
SMUG1,1,SMUG1
SMURF1,7,SMURF1
SMURF2,1,SMURF2
SMYD1,2,SMYD1
SMYD2,3,SMYD2
SMYD4,3,SMYD4
SMYD5,3,SMYD5
SNAI2,2,SNAI2
SNAP25,9,SNAP25
SNAP91,27,SNAP91
NAPA,4,NAPA
NAPG,5,NAPG
SNAPC4,4,SNAPC4
SNAP23,14,SNAP23
SNAP29,6,SNAP29
SNAP47,4,SNAP47
SNAPC1,2,SNAPC1
SNAPC2,2,SNAPC2
SNAPC3,1,SNAPC3
SNAPIN,6,SNAPIN
SNCA,3,SNCA
SNCB,8,SNCB
SNCG,2,SNCG
SND1,17,SND1
SNED1,3,SNED1
SNF8,1,SNF8
P140,80,P140
SRCIN1,9,SRCIN1
SNIP1,13,SNIP1
SNN,2,SNN
3110079O15RIK,1,3110079O15RIK
SNRK,14,SNRK
SNRNP70,13,SNRNP70
SNRPA,1,SNRPA
SNRPA1,4,SNRPA1
SNRPB,1,SNRPB
SNRPB2,1,SNRPB2
SNRPC,4,SNRPC
SNRPD1,1,SNRPD1
SNRPD2,3,SNRPD2
SNRPD3,1,SNRPD3
SNRPE,2,SNRPE
SNRPF,1,SNRPF
SNRPG,1,SNRPG
SNRPN,1,SNRPN
SNRNP48,4,SNRNP48
SNTA1,11,SNTA1
SNTB1,17,SNTB1
SNTB2,16,SNTB2
SNTG1,3,SNTG1
SNTG2,1,SNTG2
SNURF,1,SNURF
SNX1,11,SNX1
SNX10,2,SNX10
SNX11,4,SNX11
SNX12,3,SNX12
SNX13,9,SNX13
SNX14,7,SNX14
SNX15,2,SNX15
SNX16,11,SNX16
SNX17,16,SNX17
SNX18,11,SNX18
SNX19,6,SNX19
SNX2,20,SNX2
SNX20,4,SNX20
SNX21,1,SNX21
SNX24,4,SNX24
SNX25,5,SNX25
ARHGAP33,19,ARHGAP33
SNX27,6,SNX27
SNX29,16,SNX29
SNX3,6,SNX3
SNX30,8,SNX30
SNX33,5,SNX33
SNX4,3,SNX4
SNX5,7,SNX5
SNX6,2,SNX6
SNX7,5,SNX7
SNX8,4,SNX8
SNX9,9,SNX9
SOAT1,2,SOAT1
SOAT2,1,SOAT2
SOBP,7,SOBP
SOCS3,2,SOCS3
SOCS4,5,SOCS4
SOCS5,2,SOCS5
SOCS6,2,SOCS6
SOCS7,1,SOCS7
SOD1,6,SOD1
SOGA1,22,SOGA1
KIAA0802,40,KIAA0802
6330407J23RIK,15,6330407J23RIK
CAPN15,2,CAPN15
SOLO,25,SOLO
SON,86,SON
SORBS1,127,SORBS1
SORCS1,6,SORCS1
SORCS2,2,SORCS2
SORCS3,5,SORCS3
SORD,6,SORD
SORL1,4,SORL1
SORT1,5,SORT1
SOS1,35,SOS1
SOS2,7,SOS2
SOX1,1,SOX1
SOX10,5,SOX10
SOX11,5,SOX11
SOX13,1,SOX13
SOX14,1,SOX14
SOX18,1,SOX18
SOX2,11,SOX2
SOX3,1,SOX3
SOX30,2,SOX30
SOX4,1,SOX4
SOX5,11,SOX5
SOX6,12,SOX6
SOX8,3,SOX8
SOX9,4,SOX9
SP1,12,SP1
SP100,20,SP100
SP110,11,SP110
SP140,4,SP140
GM2427,1,GM2427
SP2,4,SP2
SP3,3,SP3
SP4,4,SP4
SP6,1,SP6
SP8,2,SP8
SPA17,1,SPA17
SPACA1,8,SPACA1
SPAG1,6,SPAG1
SPAG17,4,SPAG17
SPAG5,16,SPAG5
SPAG7,8,SPAG7
SPARCL1,14,SPARCL1
SPAST,11,SPAST
SPATA13,19,SPATA13
SPATA17,2,SPATA17
SPATA18,12,SPATA18
SPATA2,1,SPATA2
SPATA20,4,SPATA20
SPATA21,3,SPATA21
SPATA22,1,SPATA22
CG9059,1,CG9059
SPATA2L,6,SPATA2L
SPATA3,2,SPATA3
SPATA31,1,SPATA31
SPATA31D1D,4,SPATA31D1D
4732415M23RIK,2,4732415M23RIK
SPATA48,1,SPATA48
SPATA5,11,SPATA5
SPATA6,10,SPATA6
SPATC1,3,SPATC1
1700027D21RIK,1,1700027D21RIK
SPATIAL,1,SPATIAL
SPATS1,1,SPATS1
SPATS2,11,SPATS2
SPC24,1,SPC24
SPC25,2,SPC25
SPCS1,1,SPCS1
SPCS2,7,SPCS2
SPDYA,4,SPDYA
SPDYB,1,SPDYB
CDC42SE1,4,CDC42SE1
CYTSB,48,CYTSB
CYTSA,26,CYTSA
SPEER4B,1,SPEER4B
SPEF1,1,SPEF1
SPEF2,7,SPEF2
SPEG,94,SPEG
SPEM1,1,SPEM1
SPEM2,1,SPEM2
ANKRD36,2,ANKRD36
SPERT,7,SPERT
SMNDC1,1,SMNDC1
ERLIN1,1,ERLIN1
ERLIN2,2,ERLIN2
SPG11,6,SPG11
SPG20,2,SPG20
SPG21,2,SPG21
SPG7,2,SPG7
SPHK1,3,SPHK1
SPHKAP,34,SPHKAP
SPHK2,5,SPHK2
SPIC,1,SPIC
SPIDR,3,SPIDR
SPIN1,4,SPIN1
SPINK10,1,SPINK10
SPINK5,1,SPINK5
PPP1R9B,11,PPP1R9B
SPIRE1,22,SPIRE1
SPIRE2,9,SPIRE2
SPNS1,5,SPNS1
SPNS2,4,SPNS2
SPNS3,2,SPNS3
SPO11,5,SPO11
SPOCK3,1,SPOCK3
SPON1,2,SPON1
SPON2,1,SPON2
SPOP,1,SPOP
SPOUT1,3,SPOUT1
SPP2,8,SPP2
SPPL2A,6,SPPL2A
SPPL2B,1,SPPL2B
SPR,2,SPR
SPRED1,6,SPRED1
SPRED2,5,SPRED2
SPRED3,3,SPRED3
SPRR1A,2,SPRR1A
GM505,4,GM505
SPRY1,4,SPRY1
SPRY2,6,SPRY2
SPRY3,3,SPRY3
SPRY4,5,SPRY4
SPRYD3,3,SPRYD3
SPRYD4,1,SPRYD4
SPSB3,2,SPSB3
SUPT16H,13,SUPT16H
SUPT5H,22,SUPT5H
SUPT6H,32,SUPT6H
SPTA1,11,SPTA1
SPTAN1,61,SPTAN1
SPTB,19,SPTB
SPNB1,4,SPNB1
SPTBN1,98,SPTBN1
SPNB3,35,SPNB3
SPNB4,22,SPNB4
SPNB5,4,SPNB5
SPTLC1,1,SPTLC1
SPTLC2,1,SPTLC2
SPTY2D1,6,SPTY2D1
SQOR,5,SQOR
SQSTM1,32,SQSTM1
SCAF1,45,SCAF1
SR140,32,SR140
SRA1,1,SRA1
SRBD1,13,SRBD1
SRC,29,SRC
NCOA1,11,NCOA1
NCOA2,28,NCOA2
NCOA3,20,NCOA3
SRCAP,32,SRCAP
TOM1L1,7,TOM1L1
SREBF1,12,SREBF1
SREBF2,4,SREBF2
SCARF1,5,SCARF1
SCARF2,13,SCARF2
SRF,8,SRF
SRFBP1,6,SRFBP1
SRGAP2,33,SRGAP2
SRI,2,SRI
SRL,13,SRL
SRRM1,155,SRRM1
SRRM2,564,SRRM2
SRMS,1,SRMS
SRP14,4,SRP14
SRP54,2,SRP54
SRP68,10,SRP68
SRP72,17,SRP72
SRP9,2,SRP9
SRPK1,12,SRPK1
SRPK2,20,SRPK2
SRPK3,5,SRPK3
SRPR,12,SRPR
SRPRB,3,SRPRB
SRPX2,1,SRPX2
SRR,2,SRR
SRRM3,15,SRRM3
SRRM4,30,SRRM4
SFRS18,33,SFRS18
SRSF12,2,SRSF12
SRRT,16,SRRT
SFRS13A,24,SFRS13A
SRSF10,5,SRSF10
SRSF11,33,SRSF11
SFRS11,7,SFRS11
SS18,4,SS18
TROVE2,3,TROVE2
SSB,8,SSB
SPSB1,3,SPSB1
SSBP1,3,SSBP1
SSBP2,3,SSBP2
SSBP3,6,SSBP3
SSBP4,3,SSBP4
PPAN,8,PPAN
SSFA2,53,SSFA2
SSH1,20,SSH1
SSH2,25,SSH2
SSH3,8,SSH3
SSPN,1,SSPN
SSPO,7,SSPO
SSR1,10,SSR1
SSR3,4,SSR3
SSRP1,15,SSRP1
SSSCA1,5,SSSCA1
SSTR1,2,SSTR1
SSTR2,4,SSTR2
SSTR3,3,SSTR3
D630042P16RIK,3,D630042P16RIK
SSX2IP,11,SSX2IP
SSXB10,2,SSXB10
SSX9,1,SSX9
SSXB9,1,SSXB9
ST14,4,ST14
ST18,6,ST18
ST3GAL1,2,ST3GAL1
ST3GAL3,1,ST3GAL3
ST3GAL5,1,ST3GAL5
ST6GALNAC1,1,ST6GALNAC1
ST6GALNAC2,11,ST6GALNAC2
ST6GALNAC4,2,ST6GALNAC4
ST6GALNAC5,4,ST6GALNAC5
ST8SIA2,2,ST8SIA2
STAB1,1,STAB1
STAB2,4,STAB2
STAC,2,STAC
STAC2,8,STAC2
STAG1,10,STAG1
STAG2,14,STAG2
STAG3,7,STAG3
STAM,5,STAM
STAM2,3,STAM2
STAMBPL1,2,STAMBPL1
STAP1,3,STAP1
STAP2,3,STAP2
STAR,2,STAR
STARD10,9,STARD10
STARD13,16,STARD13
STARD3,8,STARD3
STARD3NL,10,STARD3NL
STARD7,3,STARD7
STARD8,10,STARD8
STARD9,12,STARD9
CACNG2,15,CACNG2
STAT1,8,STAT1
STAT2,2,STAT2
STAT3,13,STAT3
STAT4,3,STAT4
STAT5A,13,STAT5A
STAT5B,6,STAT5B
STAT6,1,STAT6
STAU1,4,STAU1
STAU2,6,STAU2
STEAP1,4,STEAP1
STEAP2,4,STEAP2
STEAP3,5,STEAP3
STEAP4,7,STEAP4
PTPN5,7,PTPN5
NR5A1,1,NR5A1
STFA1,2,STFA1
STFA2L1,1,STFA2L1
STFA3,2,STFA3
STIP1,6,STIP1
STIL,11,STIL
