,genes,description,avg_scores,syngo,syndb,synsysnet,cortex,striatum,fetal,ngn2,Lit Sum,Exp Sum,All Sum,SynSig,Synapse_Status,Synapse Percentile
6326,POLR2A,RNA polymerase II subunit A [Source:HGNC Symbol;Acc:HGNC:9187],4.759560574396304,0,0,0,0,0,0,1,0,1,1,yes,new,96.9628017411951
3804,IGSF8,immunoglobulin superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:17813],4.757587532464254,0,1,1,1,1,0,1,2,3,5,yes,old,96.95290858725764
1627,CNTN5,contactin 5 [Source:HGNC Symbol;Acc:HGNC:2175],4.7570028627196725,1,0,1,0,0,0,1,2,1,3,yes,old,96.94301543332014
7112,RNF11,ring finger protein 11 [Source:HGNC Symbol;Acc:HGNC:10056],4.7567066350003335,0,0,0,0,0,0,0,0,0,0,yes,new,96.93312227938269
5243,NCALD,neurocalcin delta [Source:HGNC Symbol;Acc:HGNC:7655],4.7565113003699695,0,1,1,1,1,0,1,2,3,5,yes,old,96.92322912544519
4132,KIF13B,kinesin family member 13B [Source:HGNC Symbol;Acc:HGNC:14405],4.7563991849271465,0,0,0,0,0,0,0,0,0,0,yes,new,96.91333597150772
1027,CAMK2D,calcium/calmodulin dependent protein kinase II delta [Source:HGNC Symbol;Acc:HGNC:1462],4.756251764919687,0,1,1,1,1,1,1,2,4,6,yes,old,96.90344281757022
6176,PKN2,protein kinase N2 [Source:HGNC Symbol;Acc:HGNC:9406],4.755518050711043,0,0,0,0,0,0,0,0,0,0,yes,new,96.89354966363277
9406,VSNL1,visinin like 1 [Source:HGNC Symbol;Acc:HGNC:12722],4.7552848062395885,0,1,1,1,1,0,0,2,2,4,yes,old,96.88365650969529
8775,TNFRSF1A,TNF receptor superfamily member 1A [Source:HGNC Symbol;Acc:HGNC:11916],4.75456381335546,0,0,0,0,0,0,0,0,0,0,yes,new,96.8737633557578
691,ATP1A3,ATPase Na+/K+ transporting subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:801],4.754254505432608,1,1,1,1,1,1,1,3,4,7,yes,old,96.86387020182032
3229,GNG3,G protein subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:4405],4.75385796655531,0,1,1,1,1,0,0,2,2,4,yes,old,96.85397704788286
9078,TUBB4A,tubulin beta 4A class IVa [Source:HGNC Symbol;Acc:HGNC:20774],4.753281911716205,0,0,0,1,1,1,1,0,4,4,yes,new,96.84408389394541
1233,CD44,CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681],4.7528196349190655,0,0,0,0,0,0,0,0,0,0,yes,new,96.83419074000791
8535,TENM4,teneurin transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:29945],4.752529055953638,0,0,0,1,0,1,1,0,3,3,yes,new,96.82429758607044
3066,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]",4.748990044180399,0,0,0,1,0,1,1,0,3,3,yes,new,96.81440443213295
6876,RASGRF1,Ras protein specific guanine nucleotide releasing factor 1 [Source:HGNC Symbol;Acc:HGNC:9875],4.748706580789804,0,0,0,1,0,0,0,0,1,1,yes,new,96.80451127819548
721,ATXN1,ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548],4.7486418979128375,0,0,0,0,0,0,0,0,0,0,yes,new,96.79461812425801
9335,VAPA,VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648],4.746452038298366,1,1,1,1,1,1,1,3,4,7,yes,old,96.78472497032055
4845,MIB1,mindbomb E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21086],4.7455322130884126,0,0,0,1,0,0,1,0,2,2,yes,new,96.77483181638306
5041,MTA3,metastasis associated 1 family member 3 [Source:HGNC Symbol;Acc:HGNC:23784],4.744973869245643,0,0,0,0,0,0,0,0,0,0,yes,new,96.7649386624456
9521,XRN1,5'-3' exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:30654],4.744956477904768,0,0,0,1,0,0,1,0,2,2,yes,new,96.75504550850813
8883,TRAF2,TNF receptor associated factor 2 [Source:HGNC Symbol;Acc:HGNC:12032],4.74486544102425,0,0,0,0,0,0,0,0,0,0,yes,new,96.74515235457064
492,AR,androgen receptor [Source:HGNC Symbol;Acc:HGNC:644],4.7446633451538185,0,0,0,0,0,0,0,0,0,0,yes,new,96.73525920063317
8208,STAU1,staufen double-stranded RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11370],4.744512839302847,0,0,0,0,0,1,1,0,2,2,yes,new,96.72536604669568
9071,TUBA4A,tubulin alpha 4a [Source:HGNC Symbol;Acc:HGNC:12407],4.744157252558924,0,1,0,1,1,1,1,1,4,5,yes,old,96.7154728927582
6438,PPP2CB,protein phosphatase 2 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9300],4.742469229940663,0,0,1,1,1,1,0,1,3,4,yes,old,96.70557973882073
9311,USP7,ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630],4.741990570828585,0,0,0,1,0,1,1,0,3,3,yes,new,96.69568658488328
2865,FKBP8,FKBP prolyl isomerase 8 [Source:HGNC Symbol;Acc:HGNC:3724],4.741278562146184,0,0,0,1,1,0,1,0,3,3,yes,new,96.68579343094578
2732,FARP2,"FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]",4.740937789146749,0,0,0,0,0,0,0,0,0,0,yes,new,96.67590027700831
8816,TOLLIP,toll interacting protein [Source:HGNC Symbol;Acc:HGNC:16476],4.7396487019611495,0,1,0,1,0,1,1,1,3,4,yes,old,96.66600712307086
1854,CTTN,cortactin [Source:HGNC Symbol;Acc:HGNC:3338],4.7395772963643665,1,1,1,1,1,1,1,3,4,7,yes,old,96.65611396913336
9143,UBB,ubiquitin B [Source:HGNC Symbol;Acc:HGNC:12463],4.739235155658487,0,1,0,1,1,0,0,1,2,3,yes,old,96.64622081519586
2325,DYSF,dysferlin [Source:HGNC Symbol;Acc:HGNC:3097],4.738949513616334,0,0,0,0,0,0,1,0,1,1,yes,new,96.6363276612584
8609,THRAP3,thyroid hormone receptor associated protein 3 [Source:HGNC Symbol;Acc:HGNC:22964],4.73862790191371,0,0,0,0,0,1,1,0,2,2,yes,new,96.62643450732094
5020,MSH6,mutS homolog 6 [Source:HGNC Symbol;Acc:HGNC:7329],4.7382423506841755,0,0,0,0,0,0,0,0,0,0,yes,new,96.61654135338344
8135,SRRM2,serine/arginine repetitive matrix 2 [Source:HGNC Symbol;Acc:HGNC:16639],4.7375864269779004,0,0,0,1,0,0,0,0,1,1,yes,new,96.60664819944598
9201,UCHL1,ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513],4.737211706502479,0,1,1,1,1,1,1,2,4,6,yes,old,96.5967550455085
2998,FUS,FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010],4.736818086344592,0,1,0,1,1,1,1,1,4,5,yes,old,96.58686189157105
6167,PKD1,"polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]",4.736516911400342,0,0,0,1,0,0,0,0,1,1,yes,new,96.57696873763358
1767,CRMP1,collapsin response mediator protein 1 [Source:HGNC Symbol;Acc:HGNC:2365],4.7353849134099715,0,1,1,1,1,1,1,2,4,6,yes,old,96.56707558369608
5039,MTA1,metastasis associated 1 [Source:HGNC Symbol;Acc:HGNC:7410],4.734489337950698,0,0,0,0,0,0,0,0,0,0,yes,new,96.55718242975858
8706,TMEM17,transmembrane protein 17 [Source:HGNC Symbol;Acc:HGNC:26623],4.7343159850640655,0,0,0,0,0,0,0,0,0,0,yes,new,96.54728927582113
709,ATP6V1E1,ATPase H+ transporting V1 subunit E1 [Source:HGNC Symbol;Acc:HGNC:857],4.73359816897366,1,1,1,1,1,1,1,3,4,7,yes,old,96.53739612188366
2786,FBXW7,F-box and WD repeat domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16712],4.73340703132103,0,0,0,0,0,0,0,0,0,0,yes,new,96.52750296794619
2374,EEF1G,eukaryotic translation elongation factor 1 gamma [Source:HGNC Symbol;Acc:HGNC:3213],4.731856400442206,0,1,0,1,1,1,1,1,4,5,yes,old,96.51760981400871
4165,KIFAP3,kinesin associated protein 3 [Source:HGNC Symbol;Acc:HGNC:17060],4.7291168622795725,0,1,0,1,0,0,1,1,2,3,yes,old,96.50771666007122
2240,DPP10,dipeptidyl peptidase like 10 [Source:HGNC Symbol;Acc:HGNC:20823],4.7282957865178945,0,1,0,1,0,0,0,1,1,2,yes,old,96.49782350613377
7443,SEC16A,"SEC16 homolog A, endoplasmic reticulum export factor [Source:HGNC Symbol;Acc:HGNC:29006]",4.727379083777762,0,0,0,0,0,1,1,0,2,2,yes,new,96.48793035219627
4717,MCC,MCC regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:6935],4.727212143806434,0,0,0,0,0,0,0,0,0,0,yes,new,96.4780371982588
2731,FARP1,"FERM, ARH/RhoGEF and pleckstrin domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3591]",4.724733453183641,1,1,0,0,0,1,1,2,2,4,yes,old,96.4681440443213
8020,SOX2,SRY-box transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11195],4.721927211186316,0,0,0,0,0,0,0,0,0,0,yes,new,96.45825089038384
7225,RPS18,ribosomal protein S18 [Source:HGNC Symbol;Acc:HGNC:10401],4.7204782583669225,1,1,1,1,1,1,1,3,4,7,yes,old,96.44835773644638
7947,SNRNP200,small nuclear ribonucleoprotein U5 subunit 200 [Source:HGNC Symbol;Acc:HGNC:30859],4.7196046499180255,0,0,0,0,0,1,1,0,2,2,yes,new,96.43846458250891
5331,NEDD8,NEDD8 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:7732],4.7193408923268585,0,0,1,0,1,0,0,1,1,2,yes,old,96.42857142857143
5027,MSN,moesin [Source:HGNC Symbol;Acc:HGNC:7373],4.718420419564947,0,0,0,0,0,0,1,0,1,1,yes,new,96.41867827463396
6780,RAB6B,"RAB6B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14902]",4.717595681363584,1,1,1,1,0,0,1,3,2,5,yes,old,96.40878512069649
6713,PXN,paxillin [Source:HGNC Symbol;Acc:HGNC:9718],4.71725130085155,0,0,0,0,0,0,0,0,0,0,yes,new,96.398891966759
38,ABCC8,ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59],4.7158053297246845,0,0,0,0,0,0,0,0,0,0,yes,new,96.38899881282153
5481,NOTCH3,notch receptor 3 [Source:HGNC Symbol;Acc:HGNC:7883],4.7152081957758485,0,0,0,0,0,0,0,0,0,0,yes,new,96.37910565888407
5650,OCIAD1,OCIA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16074],4.713260874915563,0,0,0,0,0,1,1,0,2,2,yes,new,96.36921250494656
941,BTK,Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133],4.712483958075631,0,0,0,0,0,0,0,0,0,0,yes,new,96.3593193510091
718,ATR,ATR serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:882],4.711925651967964,0,0,0,0,0,0,0,0,0,0,yes,new,96.34942619707162
771,BAG6,BAG cochaperone 6 [Source:HGNC Symbol;Acc:HGNC:13919],4.711866822096543,0,0,0,1,0,1,1,0,3,3,yes,new,96.33953304313415
8145,SRSF5,serine and arginine rich splicing factor 5 [Source:HGNC Symbol;Acc:HGNC:10787],4.711389008217235,0,0,0,0,0,0,0,0,0,0,yes,new,96.32963988919668
221,AGO1,argonaute RISC component 1 [Source:HGNC Symbol;Acc:HGNC:3262],4.7107018176486095,0,0,0,0,0,1,1,0,2,2,yes,new,96.31974673525922
3347,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A [Source:HGNC Symbol;Acc:HGNC:4585],4.710402250026193,1,1,1,1,1,0,0,3,2,5,yes,old,96.30985358132172
2155,DNAH7,dynein axonemal heavy chain 7 [Source:HGNC Symbol;Acc:HGNC:18661],4.709322604294867,0,0,0,0,0,0,0,0,0,0,yes,new,96.29996042738425
2839,FGFR2,fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689],4.708457528651637,0,0,0,0,0,0,0,0,0,0,yes,new,96.2900672734468
445,APBA2,amyloid beta precursor protein binding family A member 2 [Source:HGNC Symbol;Acc:HGNC:579],4.707847777144818,0,0,1,1,1,0,0,1,2,3,yes,old,96.2801741195093
5377,NFKB2,nuclear factor kappa B subunit 2 [Source:HGNC Symbol;Acc:HGNC:7795],4.707455996531894,0,0,0,0,0,0,0,0,0,0,yes,new,96.27028096557184
9426,WBP2,WW domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12738],4.705233035893904,0,0,0,0,0,0,1,0,1,1,yes,new,96.26038781163437
2436,EIF4A3,eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683],4.702762181990015,0,0,0,1,0,1,1,0,3,3,yes,new,96.25049465769688
3280,GPM6A,glycoprotein M6A [Source:HGNC Symbol;Acc:HGNC:4460],4.702279498360078,1,1,1,1,0,1,1,3,3,6,yes,old,96.24060150375941
410,ANXA2,annexin A2 [Source:HGNC Symbol;Acc:HGNC:537],4.7019777305164405,0,1,1,0,0,1,1,2,2,4,yes,old,96.23070834982192
3701,HSPD1,heat shock protein family D (Hsp60) member 1 [Source:HGNC Symbol;Acc:HGNC:5261],4.701757989365682,0,1,0,1,1,1,1,1,4,5,yes,old,96.22081519588444
980,CA11,carbonic anhydrase 11 [Source:HGNC Symbol;Acc:HGNC:1370],4.701121936409837,0,0,0,0,0,0,0,0,0,0,yes,new,96.21092204194694
8456,TBK1,TANK binding kinase 1 [Source:HGNC Symbol;Acc:HGNC:11584],4.701056024359732,0,1,0,1,0,0,1,1,2,3,yes,old,96.20102888800949
6503,PRKAR1B,protein kinase cAMP-dependent type I regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9390],4.700925252252875,1,0,1,1,0,0,0,2,1,3,yes,old,96.19113573407202
7597,SHC1,SHC adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:10840],4.699526524026274,0,1,0,0,0,0,1,1,1,2,yes,old,96.18124258013457
7702,SLC1A2,solute carrier family 1 member 2 [Source:HGNC Symbol;Acc:HGNC:10940],4.699141462841814,1,1,1,1,1,1,0,3,3,6,yes,old,96.17134942619707
3693,HSPA9,heat shock protein family A (Hsp70) member 9 [Source:HGNC Symbol;Acc:HGNC:5244],4.698518760582844,0,1,0,1,1,1,1,1,4,5,yes,old,96.1614562722596
5260,NCK2,NCK adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:7665],4.698504621269397,0,0,0,1,0,1,1,0,3,3,yes,new,96.15156311832213
3472,HDAC1,histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852],4.698375323259072,0,0,0,0,0,1,0,0,1,1,yes,new,96.14166996438463
5836,PAX6,paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620],4.697981464804451,0,0,0,0,0,0,0,0,0,0,yes,new,96.13177681044716
5259,NCK1,NCK adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:7664],4.697888097697123,0,0,0,1,0,0,0,0,1,1,yes,new,96.12188365650971
4060,KCNIP4,potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083],4.697873910990694,0,0,0,1,0,0,0,0,1,1,yes,new,96.11199050257223
3061,GAPDH,glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141],4.697642704153757,1,1,1,1,1,1,1,3,4,7,yes,old,96.10209734863474
4239,KPNB1,karyopherin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6400],4.697208435126393,0,1,1,1,1,1,1,2,4,6,yes,old,96.09220419469729
773,BAIAP2,BAR/IMD domain containing adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:947],4.696898408649534,1,1,1,1,1,1,1,3,4,7,yes,old,96.08231104075979
1299,CDH18,cadherin 18 [Source:HGNC Symbol;Acc:HGNC:1757],4.696584029792975,0,0,1,0,0,0,0,1,0,1,yes,old,96.07241788682232
9230,UNC13A,unc-13 homolog A [Source:HGNC Symbol;Acc:HGNC:23150],4.695513275711195,1,1,1,1,1,0,0,3,2,5,yes,old,96.06252473288484
8237,STK4,serine/threonine kinase 4 [Source:HGNC Symbol;Acc:HGNC:11408],4.6949495259801886,0,0,0,0,0,0,1,0,1,1,yes,new,96.05263157894736
6327,POLR2B,RNA polymerase II subunit B [Source:HGNC Symbol;Acc:HGNC:9188],4.694334516950333,0,0,0,0,0,0,1,0,1,1,yes,new,96.04273842500989
506,ARFGEF1,ADP ribosylation factor guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:15772],4.694292771774547,0,0,0,1,0,1,1,0,3,3,yes,new,96.03284527107243
1391,CEP170,centrosomal protein 170 [Source:HGNC Symbol;Acc:HGNC:28920],4.6931790896343095,0,0,0,1,1,1,1,0,4,4,yes,new,96.02295211713495
4796,MEOX2,mesenchyme homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7014],4.692909280228982,0,0,0,0,0,0,0,0,0,0,yes,new,96.01305896319748
4856,MID1,midline 1 [Source:HGNC Symbol;Acc:HGNC:7095],4.692829470353991,0,0,0,0,0,0,0,0,0,0,yes,new,96.00316580926001
242,AHSA1,activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189],4.691559953414688,0,1,1,1,1,0,1,2,3,5,yes,old,95.99327265532251
214,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16921]",4.6900616899938745,1,1,1,1,1,1,0,3,3,6,yes,old,95.98337950138504
2216,DOCK3,dedicator of cytokinesis 3 [Source:HGNC Symbol;Acc:HGNC:2989],4.6899235825595635,0,1,0,1,0,0,1,1,2,3,yes,old,95.97348634744756
8266,STX7,syntaxin 7 [Source:HGNC Symbol;Acc:HGNC:11442],4.689795582685627,1,1,1,1,1,1,1,3,4,7,yes,old,95.96359319351008
458,APLP2,amyloid beta precursor like protein 2 [Source:HGNC Symbol;Acc:HGNC:598],4.689231280742469,0,0,0,1,0,0,1,0,2,2,yes,new,95.9537000395726
6825,RAI14,retinoic acid induced 14 [Source:HGNC Symbol;Acc:HGNC:14873],4.689031922789937,0,0,0,0,0,1,1,0,2,2,yes,new,95.94380688563514
9241,UNK,unk zinc finger [Source:HGNC Symbol;Acc:HGNC:29369],4.688758192160446,0,0,0,0,0,0,0,0,0,0,yes,new,95.93391373169769
4727,MCM5,minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948],4.688533857729743,0,0,0,0,0,0,1,0,1,1,yes,new,95.9240205777602
3668,HSD17B4,hydroxysteroid 17-beta dehydrogenase 4 [Source:HGNC Symbol;Acc:HGNC:5213],4.688483600676012,0,1,1,1,1,1,1,2,4,6,yes,old,95.91412742382273
1097,CBLB,Cbl proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:1542],4.687965283515613,0,0,0,0,0,0,0,0,0,0,yes,new,95.90423426988524
9069,TUBA1C,tubulin alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768],4.6877336003002315,0,1,0,1,1,0,1,1,3,4,yes,old,95.89434111594777
7568,SGTB,small glutamine rich tetratricopeptide repeat containing beta [Source:HGNC Symbol;Acc:HGNC:23567],4.687552820452403,0,0,0,1,0,0,0,0,1,1,yes,new,95.88444796201028
2525,EPB41L2,erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379],4.686398169456336,0,1,1,1,1,0,1,2,3,5,yes,old,95.87455480807282
7426,SDCBP,syndecan binding protein [Source:HGNC Symbol;Acc:HGNC:10662],4.685928257212015,0,1,0,0,0,0,1,1,1,2,yes,old,95.8646616541353
1140,CCDC88A,coiled-coil domain containing 88A [Source:HGNC Symbol;Acc:HGNC:25523],4.684631445230849,0,0,0,1,1,1,1,0,4,4,yes,new,95.85476850019786
2078,DGKG,diacylglycerol kinase gamma [Source:HGNC Symbol;Acc:HGNC:2853],4.684154872300696,0,0,0,0,0,0,0,0,0,0,yes,new,95.84487534626041
7646,SIRT7,sirtuin 7 [Source:HGNC Symbol;Acc:HGNC:14935],4.6840842743881685,0,0,0,0,0,0,0,0,0,0,yes,new,95.83498219232293
4224,KMT2A,lysine methyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:7132],4.68403612055462,0,0,0,0,0,1,0,0,1,1,yes,new,95.82508903838543
9185,UBQLN2,ubiquilin 2 [Source:HGNC Symbol;Acc:HGNC:12509],4.683584244512022,0,0,0,0,0,1,1,0,2,2,yes,new,95.81519588444796
3663,HSD17B10,hydroxysteroid 17-beta dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:4800],4.683040793043297,0,0,0,1,1,0,1,0,3,3,yes,new,95.80530273051048
3752,IFI16,interferon gamma inducible protein 16 [Source:HGNC Symbol;Acc:HGNC:5395],4.682855554264328,0,0,0,0,0,0,0,0,0,0,yes,new,95.79540957657301
2403,EHMT1,euchromatic histone lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24650],4.682489337332089,0,0,0,0,0,0,0,0,0,0,yes,new,95.78551642263555
916,BRINP1,BMP/retinoic acid inducible neural specific 1 [Source:HGNC Symbol;Acc:HGNC:2687],4.6823164636570445,0,0,0,0,0,0,0,0,0,0,yes,new,95.77562326869807
2275,DST,dystonin [Source:HGNC Symbol;Acc:HGNC:1090],4.682239442900001,0,1,0,1,0,1,1,1,3,4,yes,old,95.76573011476059
2837,FGFR1,fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688],4.6818642994613935,0,0,0,0,0,0,0,0,0,0,yes,new,95.75583696082312
3355,GRM1,glutamate metabotropic receptor 1 [Source:HGNC Symbol;Acc:HGNC:4593],4.6808805747633775,1,1,1,0,0,0,0,3,0,3,yes,old,95.74594380688565
5284,NDRG3,NDRG family member 3 [Source:HGNC Symbol;Acc:HGNC:14462],4.680860389898925,0,0,0,1,0,0,1,0,2,2,yes,new,95.73605065294815
223,AGO3,argonaute RISC catalytic component 3 [Source:HGNC Symbol;Acc:HGNC:18421],4.6808177775801765,0,0,0,0,0,0,0,0,0,0,yes,new,95.7261574990107
5648,OBSL1,obscurin like cytoskeletal adaptor 1 [Source:HGNC Symbol;Acc:HGNC:29092],4.680454918171593,0,0,0,0,0,0,1,0,1,1,yes,new,95.7162643450732
2877,FLOT1,flotillin 1 [Source:HGNC Symbol;Acc:HGNC:3757],4.679833098265866,1,1,1,1,1,1,1,3,4,7,yes,old,95.70637119113572
6756,RAB2A,"RAB2A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9763]",4.679301315706403,1,1,1,1,0,1,1,3,3,6,yes,old,95.69647803719826
9275,USP11,ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609],4.678621663848843,0,0,0,1,0,0,1,0,2,2,yes,new,95.68658488326078
7525,SETDB1,SET domain bifurcated histone lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10761],4.678590470293926,0,0,0,0,0,0,0,0,0,0,yes,new,95.67669172932331
4421,LIMCH1,LIM and calponin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:29191],4.677918438611505,0,1,0,1,0,1,0,1,2,3,yes,old,95.66679857538584
1862,CUL2,cullin 2 [Source:HGNC Symbol;Acc:HGNC:2552],4.677425114735851,0,0,0,1,1,0,1,0,3,3,yes,new,95.65690542144836
4011,JPH4,junctophilin 4 [Source:HGNC Symbol;Acc:HGNC:20156],4.676439339659829,0,0,0,1,0,0,0,0,1,1,yes,new,95.64701226751087
7838,SLC7A14,solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326],4.676385754668262,0,0,0,1,0,0,0,0,1,1,yes,new,95.6371191135734
7220,RPS10,ribosomal protein S10 [Source:HGNC Symbol;Acc:HGNC:10383],4.67613622455651,1,1,0,1,1,1,1,2,4,6,yes,old,95.62722595963595
6845,RANBP9,RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727],4.675650104888512,0,1,0,1,0,0,1,1,2,3,yes,old,95.61733280569844
500,ARF3,ADP ribosylation factor 3 [Source:HGNC Symbol;Acc:HGNC:654],4.6748845182782786,0,1,0,1,0,0,1,1,2,3,yes,old,95.60743965176098
4949,MPP5,membrane palmitoylated protein 5 [Source:HGNC Symbol;Acc:HGNC:18669],4.6740557067715365,0,0,1,1,0,0,0,1,1,2,yes,old,95.5975464978235
7198,RPL29,ribosomal protein L29 [Source:HGNC Symbol;Acc:HGNC:10331],4.672652561052679,1,0,1,1,1,1,1,2,4,6,yes,old,95.58765334388605
4530,LRRK1,leucine rich repeat kinase 1 [Source:HGNC Symbol;Acc:HGNC:18608],4.671943416107884,0,0,0,0,0,0,0,0,0,0,yes,new,95.57776018994856
1252,CD9,CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709],4.671101361633768,0,1,0,1,0,0,0,1,1,2,yes,old,95.56786703601108
8955,TRIP6,thyroid hormone receptor interactor 6 [Source:HGNC Symbol;Acc:HGNC:12311],4.670340563405658,0,0,0,0,0,0,0,0,0,0,yes,new,95.5579738820736
6516,PRKDC,"protein kinase, DNA-activated, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9413]",4.670317350772763,0,1,0,0,1,1,1,1,3,4,yes,old,95.54808072813611
1726,CPNE6,copine 6 [Source:HGNC Symbol;Acc:HGNC:2319],4.669377633265647,0,1,1,1,1,0,0,2,2,4,yes,old,95.53818757419866
7200,RPL35,ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:10344],4.669280961013048,1,1,0,1,1,1,1,2,4,6,yes,old,95.52829442026119
8791,TNKS,tankyrase [Source:HGNC Symbol;Acc:HGNC:11941],4.669069977178762,0,0,0,0,0,0,0,0,0,0,yes,new,95.5184012663237
7209,RPLP1,ribosomal protein lateral stalk subunit P1 [Source:HGNC Symbol;Acc:HGNC:10372],4.669015702863461,1,1,0,1,0,1,1,2,3,5,yes,old,95.50850811238622
1867,CUL7,cullin 7 [Source:HGNC Symbol;Acc:HGNC:21024],4.668606459001785,0,0,0,0,0,0,1,0,1,1,yes,new,95.49861495844877
3343,GRIK2,glutamate ionotropic receptor kainate type subunit 2 [Source:HGNC Symbol;Acc:HGNC:4580],4.6681550724455985,0,1,1,1,0,0,0,2,1,3,yes,old,95.48872180451129
3277,GPI,glucose-6-phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:4458],4.668026350168836,0,1,0,1,1,1,1,1,4,5,yes,old,95.47882865057379
6413,PPP1CA,protein phosphatase 1 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9281],4.667510213116684,1,1,0,0,1,1,1,2,3,5,yes,old,95.46893549663632
5268,NCOA2,nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:7669],4.667500729615983,0,0,0,0,0,0,0,0,0,0,yes,new,95.45904234269884
5909,PCM1,pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727],4.666245306427603,0,0,0,0,0,1,1,0,2,2,yes,new,95.44914918876137
1419,CFL1,cofilin 1 [Source:HGNC Symbol;Acc:HGNC:1874],4.6661302896483186,0,1,1,1,1,1,1,2,4,6,yes,old,95.43925603482391
2140,DMTN,dematin actin binding protein [Source:HGNC Symbol;Acc:HGNC:3382],4.665598057433575,0,0,0,1,0,0,1,0,2,2,yes,new,95.42936288088644
6581,PSMA1,proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530],4.665486392999873,0,0,0,1,1,1,1,0,4,4,yes,new,95.41946972694895
